year,month,date,state_name,cases_new,cases_retreated,rifampicin_resistant_new,rifampicin_resistant_retreated,data_type,note
2018,9,2018-09-01,Jharkhand,800987,131205,114036,14242,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Jharkhand,942704,85489,105612,10729,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Jharkhand,856223,124744,118460,15672,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Jharkhand,903376,91501,108943,12696,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Jharkhand,738973,108731,104952,12811,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Jharkhand,665483,84695,89826,10909,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Jharkhand,651541,66883,75016,7801,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Jharkhand,538427,82320,73210,10529,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Jharkhand,524025,59132,60571,7947,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Jharkhand,595747,56845,65253,8788,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Jharkhand,634725,73433,77854,9690,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Jharkhand,696532,115505,90696,14050,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Jharkhand,767639,112968,102464,16005,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Jharkhand,901980,88084,115824,11311,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Jharkhand,872591,110455,121165,13592,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Jharkhand,921824,116466,116051,15856,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Jharkhand,777388,83954,102598,12268,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Jharkhand,666098,88880,91545,10869,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Jharkhand,654948,96539,76081,12359,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Jharkhand,516148,73135,69383,8825,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Jharkhand,473168,68038,66959,7477,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Jharkhand,555493,57978,76235,7637,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Jharkhand,624480,77217,78799,9489,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Jharkhand,764755,73174,84106,9902,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Jharkhand,839115,113838,104316,16195,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Jharkhand,888165,121231,103569,14505,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Jharkhand,875559,118898,125492,15018,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Jharkhand,923894,112303,112286,15736,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Jharkhand,726233,112693,100645,14487,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Jharkhand,742353,92979,92628,13731,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Jharkhand,593827,69407,88941,9980,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Jharkhand,580703,72197,70169,9302,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Jharkhand,505622,67687,72718,10055,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Jharkhand,568962,69517,70331,8944,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Jharkhand,598073,79578,84170,10260,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Jharkhand,772095,110591,87599,12458,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Jharkhand,817811,127260,111356,15336,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Jharkhand,926267,121398,119863,14555,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Jharkhand,975911,143352,121175,17167,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Jharkhand,782053,111764,106705,13070,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Jharkhand,810711,100115,98528,12501,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Jharkhand,666482,111348,82104,12393,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Jharkhand,632127,81349,87526,11226,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Jharkhand,566216,68322,66011,7818,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Jharkhand,528305,48837,72211,6523,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Jharkhand,527726,74136,68354,10392,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Jharkhand,609489,65629,76275,8495,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Jharkhand,757145,99721,94283,12245,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Jharkhand,743899,86147,100168,11519,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Jharkhand,807755,102761,119393,11260,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Jharkhand,826690,110063,114784,15628,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Jharkhand,884038,115977,105071,13726,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Jharkhand,759177,89262,99444,11708,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Jharkhand,651821,77208,99391,10089,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Jharkhand,672180,80022,77178,10267,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Jharkhand,556067,60833,70672,8548,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Jharkhand,556428,66146,72655,8392,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Jharkhand,541852,60097,67286,7056,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Jharkhand,668234,80487,74981,9709,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Jharkhand,745843,94892,86769,13128,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Jharkhand,866453,109872,98821,13770,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Jharkhand,821357,102411,106701,15401,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Jharkhand,957088,109483,111648,14956,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Jharkhand,778681,111735,106556,13211,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Karnataka,1116920,132664,99492,11847,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Karnataka,949928,118206,84611,10975,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Karnataka,823435,94386,81748,8589,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Karnataka,777409,101676,65048,9855,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Karnataka,682328,95084,62712,8361,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Karnataka,811239,103033,72063,10513,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Karnataka,787764,90472,83910,8162,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Karnataka,973099,92650,80850,8549,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Karnataka,1041066,118463,91658,10950,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Karnataka,1095456,133101,97609,13563,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Karnataka,1121921,164981,114116,14300,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Karnataka,1171583,160739,102445,14864,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Karnataka,948510,117956,93231,11315,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Karnataka,937493,143062,78500,12114,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Karnataka,844866,117878,83049,11207,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Karnataka,672754,96799,62786,9318,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Karnataka,651823,72678,59963,6018,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Karnataka,704092,110518,61701,8973,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Karnataka,809503,113531,77755,10631,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Karnataka,1021308,117133,91415,9567,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Karnataka,1067052,118794,101274,9263,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Karnataka,1047134,123064,103218,10488,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Karnataka,1249282,133654,103773,12989,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Karnataka,1196565,182658,99828,15575,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Karnataka,1123800,143697,91123,11780,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Karnataka,849823,108715,84038,10172,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Karnataka,760461,98551,72066,8672,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Karnataka,775153,95154,70385,7726,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Karnataka,728256,103966,60137,8433,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Karnataka,712512,88009,67340,7573,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Karnataka,894233,109670,79470,8885,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Karnataka,923872,106285,82775,9520,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Karnataka,1035242,143840,102039,14708,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Karnataka,1039177,126724,105908,12496,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Karnataka,1183927,137723,107992,11718,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Karnataka,1082986,136464,95944,12903,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Karnataka,1067795,129348,92594,11766,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Karnataka,880425,134490,90878,11037,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Karnataka,811870,126190,74513,11836,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Karnataka,705248,73397,71156,7413,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Karnataka,670096,101726,61826,7929,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Karnataka,680478,79460,71255,6988,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Karnataka,807660,116803,83472,10409,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Karnataka,938654,86976,86479,9229,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Karnataka,1021785,137694,107851,13208,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Karnataka,1234755,144783,99376,13185,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Karnataka,1188075,131927,116898,11122,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Karnataka,1199100,176360,96470,15094,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Karnataka,1047417,105585,102832,9355,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Karnataka,923564,131443,78642,10621,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Karnataka,820749,123226,76037,9692,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Karnataka,713035,69440,65069,6908,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Karnataka,627184,105524,64805,9047,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Karnataka,748486,100172,67601,8078,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Karnataka,769543,135422,77683,11621,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Karnataka,877136,99281,93097,10001,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Karnataka,1090201,107833,108649,11042,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Karnataka,1148854,184107,112296,16857,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Karnataka,1177540,166375,114164,14583,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Karnataka,1105559,128540,109471,12692,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Karnataka,953696,115575,94720,11250,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Karnataka,903751,130964,84675,11914,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Karnataka,900200,102541,80587,9465,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Karnataka,786087,97129,69619,8225,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Karnataka,680522,75230,67711,7813,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Karnataka,687932,89155,73815,7927,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Karnataka,901787,103359,83272,9901,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Karnataka,957597,116841,90187,10733,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Karnataka,1059111,153302,104158,12639,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Karnataka,1077007,128568,114133,13020,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Karnataka,1259705,112829,99848,12326,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Karnataka,1158933,158342,105538,14238,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Karnataka,1077405,118574,100366,10360,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Karnataka,920459,115613,93855,11204,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Karnataka,797676,127751,70401,10236,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Karnataka,670047,93155,70414,7477,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Karnataka,744667,67273,58653,6331,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Karnataka,671521,71931,69722,6521,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Karnataka,884180,117054,83711,9299,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Karnataka,911354,122873,88170,11421,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Karnataka,1108910,148898,107004,13104,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Karnataka,1165881,151131,109701,14757,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Karnataka,1118339,146830,100279,12518,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Karnataka,1059676,128827,95657,10554,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Kerala,415108,50134,14727,2078,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Kerala,353754,43121,15762,1702,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Kerala,336466,33137,13611,1398,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Kerala,271738,41498,11632,1516,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Kerala,231552,36349,10224,1496,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Kerala,264473,28977,11566,1202,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Kerala,327416,39667,12839,1916,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Kerala,331484,46853,15150,1746,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Kerala,420619,51805,16442,2173,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Kerala,405116,62978,18400,2429,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Kerala,418543,60606,17087,2223,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Kerala,426846,52883,18460,2166,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Kerala,341963,37164,16145,1488,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Kerala,320686,33715,14384,1536,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Kerala,297960,32847,12403,1461,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Kerala,289035,32214,12084,1477,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Kerala,265660,25179,9719,1084,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Kerala,252791,32256,11371,1270,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Kerala,297168,40456,13344,1593,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Kerala,368992,48773,15355,1805,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Kerala,414520,51580,16904,2310,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Kerala,419795,48864,16323,2030,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Kerala,427913,66502,19317,2477,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Kerala,383098,51654,15663,2138,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Kerala,384630,46419,15601,2215,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Kerala,349696,33832,14743,1614,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Kerala,330978,49123,12021,1747,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Kerala,249448,29186,10210,1171,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Kerala,238754,35278,10866,1606,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Kerala,251505,35600,11130,1408,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Kerala,311219,39776,12778,1493,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Kerala,320628,44970,15060,2092,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Kerala,392980,57065,16048,2203,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Kerala,397786,49858,17383,2259,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Kerala,392098,49784,18978,2130,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Kerala,376547,63141,16335,2609,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Kerala,358687,42354,15892,1632,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Kerala,344088,42903,14937,1601,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Kerala,306751,33325,13422,1570,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Kerala,259893,25561,11901,1028,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Kerala,263310,32724,10965,1216,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Kerala,293322,26892,10334,1138,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Kerala,293583,46944,12658,1646,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Kerala,355340,47568,14010,1951,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Kerala,418226,42224,15702,1550,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Kerala,431602,55721,17362,2442,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Kerala,445083,59316,16750,2318,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Kerala,404809,61354,18189,2541,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Kerala,390022,50324,14459,2200,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Kerala,319163,47618,13826,1984,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Kerala,311225,40175,13133,1572,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Kerala,262544,26931,11469,1254,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Kerala,252906,33488,10276,1669,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Kerala,292038,33239,10387,1260,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Kerala,327679,44854,12255,1714,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Kerala,352250,38908,14999,1714,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Kerala,426081,55500,16985,2563,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Kerala,373943,45927,17503,2034,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Kerala,389532,44889,17051,1927,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Kerala,400311,56765,19102,2006,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Kerala,361464,49799,17178,2317,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Kerala,345064,49725,15116,1987,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Kerala,307515,35073,13540,1531,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Kerala,263702,33121,11052,1662,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Kerala,242442,30070,10663,1250,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Kerala,250160,38367,12013,1675,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Kerala,298893,40783,13456,1565,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Kerala,361155,46462,15184,1900,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Kerala,401185,47267,18025,1933,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Kerala,436705,63288,15905,2534,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Kerala,394418,49572,18132,1899,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Kerala,376942,38811,19109,1697,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Kerala,386198,53995,16021,2003,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Kerala,353187,38283,15388,1462,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Kerala,291007,31925,12312,1491,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Kerala,267019,38157,11703,1477,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Kerala,267156,35308,11536,1498,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Kerala,293444,30808,10512,1188,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Kerala,317425,44479,13369,1663,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Kerala,322331,43981,13659,1585,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Kerala,375959,43361,17778,1958,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Kerala,391866,43694,16178,2025,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Kerala,468846,56120,17413,2435,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Kerala,390631,44151,16356,1705,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Madhya Pradesh,1603892,190275,185938,22643,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Madhya Pradesh,1493591,194903,176146,24341,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Madhya Pradesh,1204264,136312,153351,16366,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Madhya Pradesh,1101914,133655,125897,13312,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Madhya Pradesh,1045184,119387,133511,13690,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Madhya Pradesh,1134039,126671,143420,13709,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Madhya Pradesh,1366931,198883,137009,22221,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Madhya Pradesh,1511544,203541,162513,24543,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Madhya Pradesh,1590940,199589,187061,28021,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Madhya Pradesh,1549482,209889,206611,24689,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Madhya Pradesh,1695086,204409,202309,23521,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Madhya Pradesh,1781883,185486,219665,24026,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Madhya Pradesh,1572550,166029,179913,17738,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Madhya Pradesh,1433660,151205,158486,15951,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Madhya Pradesh,1192053,162312,149791,20534,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Madhya Pradesh,1025852,106217,139181,14607,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Madhya Pradesh,1133655,147986,127201,17387,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Madhya Pradesh,1215011,167102,137819,17922,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Madhya Pradesh,1312181,149693,147153,19100,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Madhya Pradesh,1495155,129766,160454,16740,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Madhya Pradesh,1585096,177533,178186,20387,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Madhya Pradesh,1767849,187912,197827,19743,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Madhya Pradesh,1923524,254832,208371,28202,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Madhya Pradesh,1547702,222817,195478,27370,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Madhya Pradesh,1679559,221376,196325,24301,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Madhya Pradesh,1437718,168141,180869,19904,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Madhya Pradesh,1254283,152962,141831,16077,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Madhya Pradesh,1170717,160242,128767,16769,synthetic_demo,Synthetic data for framework demonstration only
