pmid,title,journal,year,authors,abstract
31114100,"A Survey of Medical Professionals in an Apex Tertiary Care Hospital to Assess Awareness, Interest, Practices, and Knowledge in Palliative Care: A Descriptive Cross-sectional Study.",Indian journal of palliative care,2019,Patel A; Deo S; Bhatnagar S,"Medical discipline in India focuses on cure rather than comfort care. Palliative care is concerned with improving quality of life and relieving sufferings in patients with advanced incurable terminal diseases. Palliative care in India is still in infancy stage due to lack of knowledge, attitude and skills among health care providers. The reason being lack of training in under graduate as well as postgraduate teaching curriculum and lack of sensitization among policy makers. To assess the awareness, interest, practices and knowledge in palliative care among medical professionals working in a tertiary care hospital. All participants were mailed proforma to be filled in a fixed format including details of their qualification, demographic data, their field of work, their training in palliative care and multiple choice questions regarding awareness interest, practices and knowledge of palliative care. Out of 186 respondents, 56% had not received any basic training in palliative care. 81% wanted palliative care education to be included in undergraduate curriculum. Poor program was identified as the most common barrier in learning palliative care. 77% respondents had no idea about home based palliative care services. 50.8% patients dies in hospital in their terminal stage. 88% were interested in learning safe opioid practices. Although 89.8% were aware of the need of palliative care in metastatic cancer but less than 50% were aware of the fact that palliative care is also required in MDR-TB and mental illness. This study reflects data of an apex cancer institute of the country. The result of awareness is not very encouraging despite a dedicated palliative care department. So, we can assume what will be the palliative care status in other parts of India where there is no palliative care at all. We strongly recommends that palliative care teaching should be incorporated in undergraduate curriculum to sensitize the students from the beginning. Budding residents in their learning phase can play an important role by learning and providing palliative care as the first person to come into contact with the patients are residents. There is a strong need of spreading palliative care awareness all over the country."
30864767,Genetic Characterization of Second-Line Drug-Resistant and Extensively Drug-Resistant Mycobacterium tuberculosis from the Northern Region of India.,Journal of epidemiology and global health,2018,Yadav R; Saini A; Mankotia J; Khaneja R; Agarwal P; Sethi S,Rapid detection of drug resistance in
30821646,Genotypic diversity of Mycobacterium tuberculosis isolates from North-Central Indian population.,Pathogens and global health,2019,Prakash R; Gupta R; Sharma P; Jain S; Chauhan DS; Katoch VM; Tiwari PK,"Different strains of Mycobacterium tuberculosis (MTB) are known to have different epidemiological and clinical characteristics. Some of them are widely distributed and associated with drug resistance, whereas others are locally predominated. Molecular epidemiological investigations have always been beneficial in identifying new strains and studying their transmission dynamics. Sahariya a primitive tribe of North Madhya Pradesh, India, has already been reported to have high prevalence of tuberculosis (TB) than their non-tribal neighbours. However, the information about MTB genotypes prevalent in Sahariya tribe and their non-tribal neighbours is not available. A total of 214 clinical isolates representing Sahariya tribe and non-tribes were analyzed by spoligotyping and MIRU-VNTR typing. The EAI3_IND/SIT11 genotype was observed as major genotype in Sahariya tribe followed by CAS1_Delhi/SIT26 genotype. A 3.04 fold higher risk of getting TB with EAI3_IND/SIT11 genotype was observed in Sahariya as compared to the non-tribal population. The EAI_IND/SIT11 genotype also found to have more number of MDR-TB cases in Sahariya as well as true and possible transmission links. In Sahariya tribe, 3 clusters (6 isolates) reflected true transmission links, whereas 8 clusters consisted of 26 isolates revealed possible transmission links within the same geographical location or nearby houses. The present study highlighted the predominance of EAI3_IND/SIT11 genotype in Sahariya tribe followed by CAS1_Delhi/SIT26 genotype. Combined approach of MIRU-VNTR typing and spoligotyping was observed more favourable in discrimination of MTB genotypes. Further, longitudinal studies using whole genome sequencing can provide more insights into genetic diversity, drug resistance and transmission dynamics of these prevalent genotypes."
30797290,Catastrophic costs of treating drug resistant TB patients in a tertiary care hospital in India.,The Indian journal of tuberculosis,2019,Mullerpattan JB; Udwadia ZZ; Banka RA; Ganatra SR; Udwadia ZF,"Private healthcare is choice of point of care for 70% of Indians. Multidrug resistant tuberculosis (MDR-TB) treatment is costly and involves duration as long as 2 years. To estimate costs to patients undergoing treatment for MDR-TB. A health-economics questionnaire was administered to 50 consecutive patients who successfully completed ambulatory private treatment for MDR-TB. Direct costs included drug costs, investigations, consultation fees, travel costs, hospitalisation and invasive procedures and cost prior to presentation to us. Indirect costs included loss of income. Of our cohort of 50 patients, 36 had pulmonary TB while 14 had extra-pulmonary TB (EPTB). 40 had MDR-TB and 10 had XDR-TB. There were 15 males and 35 females. Mean age was 30 years (range 16-61 years). Treatment cost for pulmonary MDR-TB averaged $5723 while it averaged $8401 for pulmonary XDR-TB and $5609 for EPTB. The major expense was due to drug costs (37%) while consultation fees were only 5%. Annual individual income for the cohort ranged from $0 to $63,000 (mean $11,430). On average, the cost of treatment ranged from 2.56% to 180.34% of the annual family income. 34/50 (68%) had total costs greater than 20% of annual family income and 39/50 (78%) had total costs greater than 10% of annual family income. The number of patients with total costs >40% of total family income was 22. MDR-TB in the private sector results in ""catastrophic health costs"". Financial and social support is essential for patients undergoing treatment for MDR-TB."
30675322,Rapid detection of multidrug resistant tuberculosis in respiratory specimens at a tertiary care centre in south coastal Karnataka using Genotype MTBDR plus assay.,Iranian journal of microbiology,2018,Shenoy VP; Kumar A; Chawla K,"Despite high prevalence of MDR-TB in India very limited information about MDR-TB and mutation patterns in A total of 256 sputum samples from Pulmonary TB patients suspected of MDR-TB were tested by GenoType MTBDR Fifty (19.53%) isolates were found MDR, 32 (12.50%) isolates were found mono-resistant to isoniazid and 15 (5.86%) isolates were found mono-resistant to rifampicin. Eleven isolates (4.3%) were found NTM. Mutation in codon S531L, S315T1 and C15T were most common in Mutation in codon S531L, S315T1 and C15T were most common mutations associated with MDR-TB. Further high number of isolates showed mutations in unknown regions and hetero-resistance thus more elaborate studies based on sequencing are desirable in this region."
30668857,Genetic diversity of Mycobacterium tuberculosis Central Asian Strain isolates from Nepal and comparison with neighboring countries.,Transactions of the Royal Society of Tropical Medicine and Hygiene,2019,Shah Y; Poudel A; Maharjan B; Thapa J; Yamaguchi T; Diab HM; Pandey BD; Solo E; Isoda N; Suzuki Y; Nakajima C,"Multidrug-resistant tuberculosis (MDR-TB) is an emerging threat for successful tuberculosis control worldwide. Central Asian Strain (CAS) has been reported as one of the dominant families contributing to MDR-TB in South Asia including Nepal, India and Pakistan. The aim of this study was to better understand the genetic characteristics of MDR-TB CAS family isolates circulating in Nepal and compare the results with neighboring countries. A total of 145 MDR-TB CAS family isolates collected in Nepal from 2008 to 2013 were analyzed by spoligotyping and mycobacterial interspersed repetitive units-variable number of tandem repeats (MIRU-VNTR) analysis. In addition, we compared these data with published data from India and Pakistan to investigate a possible epidemiological link via construction of a minimum spanning tree (MST). Spoligotyping analysis exhibited CAS1_Delhi SIT26 (n=60) as the predominant lineage among the MDR-TB CAS family in all three countries. However, the combined analysis with spoligotyping and MIRU-VNTR further discriminated 60 isolates into 49 different types and 5 clusters. Each cluster was composed of 14 isolates with a clustering rate of 23.3%, suggesting ongoing transmissions. Based on MST data from neighboring countries, we elucidated an evolutionary relationship between the two countries, Nepal and India, which could be explained by their open border. This study identified the evolutionary relationships among MDR-TB CAS1_Delhi subfamily isolates from Nepal and those from neighboring countries."
30611735,"Spoligotyping, phenotypic and genotypic characterization of katG, rpoB gene of M. tuberculosis isolates from Sahariya tribe of Madhya Pradesh India.",Journal of infection and public health,2019,Gupta R; Amrathlal RS; Prakash R; Jain S; Tiwari PK,"Sahariya, a primitive tribal group, residing in Gwalior and Sheopur districts of Madhya Pradesh, India, show high incidence and prevalence of pulmonary tuberculosis (PTB). The study was designed to understand the genetic diversity and phenotype - genotype association of drug resistant M. tuberculosis strains, infecting Sahariya tribe. A total of 103 pulmonary tuberculosis patients from Sahariya tribe were recruited from Gwalior and Sheopur districts. Sputum samples were collected and cultured on LJ slants and drug sensitivity tests were carried out. Genomic DNA was extracted, followed by spoligotyping and genotyping of drug target genes, katG and rpoB, using MAS-PCR, PCR-RFLP and DNA sequencing. Seventeen different spoligotypes were identified, in which, EAI3_IND/ST11 M. tuberculosis strain appeared predominant, followed by CAS1_Delhi/ST26. Results of our phenotypic drug susceptibility test identified high incidence (12.6%) of isoniazid-resistant tuberculosis, while 4.85% isolates were multi drug resistant (MDR). Further genotyping of drug target genes identified 8.7% of isoniazid-R isolates to have a mutation at katG codon 463, while 3.8% isolates showed mutations at two sites, katG codons 315 and 463. In case of MDR-TB isolates, all from CAS lineage, 3.85% had mutations on katG and rpoB genes, at codon 463 and codon 526, respectively, while 0.97% isolates were harbouring mutations at codons 315, 463 and 531. Our findings have revealed that EAI3_IND strain is the predominant strain infecting Sahariya. The incidence of isoniazid-R M. tuberculosis strain infection is high, with an increased propensity to evolve into MDR-TB. Therefore, the TB centres should also consider isoniazid-R status of the isolates along with CBNAAT before deciding the drug regimen for the patients."
30522617,"Delineating the factors associated with recurrence of tuberculosis in programmatic settings of rural health block, Himachal Pradesh, India.",The Indian journal of tuberculosis,2018,Kumar D; Goel C; Bansal AK; Bhardwaj AK,"Tuberculosis (TB) recurrence observed to be an important event in its treatment and has future implications under national TB control efforts. The present study was carried out to assess the recurrence rate along with its risk factors among patients undergoing treatment for TB under Revised National TB Control Program (RNTCP). Total 204 patients in health block of district Una, Himachal Pradesh were studied using pretested structured interviewer-administered questionnaire. Along with univariate a non-hierarchal multi-way frequency analysis (MFA) was done to study the one and multi-way effects between the discrete variables included in a hypothesized model. The variables were under-nutrition, pulmonary TB, injecting drug use (IDU), multi-drug resistant (MDR) TB, and past TB (recurrent cases). Total 29 cases (14.2%) had recurrence (17.7/100,000 population) with significantly high fraction for alternate residence (Recurrent: 50.0%, Non-recurrent: 47.4%; p = 0.001), Multi-drug resistance (MDR) TB (Recurrent: 13.8%, Non-recurrent: 2.3%; p = 0.003), and sputum negative patients (Recurrent: 51.7%, Non-recurrent: 14.5%; p = 0.000). Non-recurrent cases had significantly high fraction for sputum positive cases (Recurrent: 48.3%, Non-recurrent: 72.1%; p = 0.011), and extra-pulmonary TB (Recurrent: 00.0%, Non-recurrent: 13.4%; p = 0.036). MFA observed all significant one-way effects. Significant two-way effects were IDU and pulmonary TB (p = 0.001), MDR and past TB (p = 0.004), IDU and past TB (p = 0.019), and IDU and MDR-TB (p = 0.039). Proportion of TB recurrence was expected with a significant difference between the history of change of residence, MDR-TB, pulmonary and extra-pulmonary nature of the disease. Hypothesized model observed with a significant association of IDU, pulmonary TB, MDR-TB and past TB."
30531028,Profile of drug-resistant-conferring mutations among new and previously treated pulmonary tuberculosis cases from Aligarh region of Northern India.,International journal of mycobacteriology,2018,Ahmed S; Shukla I; Fatima N; Varshney SK; Shameem M; Tayyaba U,"The prevalence of multidrug-resistant-tuberculosis (MDR-TB) among new and previously treated cases is increasing worldwide as well as in India. Rapid detection of MDR-TB allows the establishment of an effective treatment regimen; minimizes the risk of further resistance, and limits the spread of drug-resistant strains. Early diagnosis of MDR-TB is the need of the hour in high-TB burden countries like India, and GenotypeMTBDRplus is quite sensitive and specific in determining the molecular resistance in drugs such as rifampicin and isoniazid. The present study was done for molecular detection of rifampicin and isoniazid resistance and resistance patterns among MDR-TB suspects and comparison of resistance patterns among new and previously treated cases by GenoType MDR-TB was detected 11.02%, 20.03% in new and previously treated cases. Among MDR-TB patients S531 L was the most common mutation detected in rpoB gene; 71.43% in new, and 72.17% in previously treated cases. S315T1 was the most common mutation noted in katG gene; 100% in new and 81.74% in previously treated. While in hA gene, it was C15T (7.8%) among previously treated cases. MDR-TB has high prevalence in the western part of Uttar Pradesh, India. Previously treated cases have even more high rate of MDR-TB than new TB cases. The most dominant gene mutations associated with resistance to INH and RIF were observed in codon 315 of the katG gene and codon 531 of the rpoB gene. While comparing the mutation patterns by Genotype MTBDRplus assay, previously treated cases showed more diversity of mutations and had greater number of unknown mutations."
30382835,"A public health approach to palliative care in the response to drug resistant TB: an ethnographic study in Bengaluru, India.",BMC palliative care,2018,Sawyer JM; Asgr R; Todd Fordham FN; Porter JDH,"The treatment of Multidrug-Resistant Tuberculosis represents one of the most significant challenges to global health. Despite guidance on improving treatment outcomes, there is little focus on how to support individuals in their suffering. Palliative care is therefore proposed as a necessary component in the global strategy to fight Tuberculosis. We aim to describe the informal resources and networks available to persons affected by Multidrug-Resistant Tuberculosis, how they are accessed and how they are integrated into everyday lives. In-depth ethnographic research was conducted in Bengaluru, India. Informal interactions and observations were recorded across a range of palliative care and tuberculosis treatment providers over a month-long period. In addition, ten individuals with Multidrug-Resistant Tuberculosis were asked for in-depth interviews, and five agreed. Multidrug-Resistant Tuberculosis caused a dynamic chain of events that transgress through physical and psychological domains to cause human suffering. Participants utilised support from their family and friends to build a network of care that was of therapeutic benefit. Informal care networks were similar to the holistic model of care practice by specialist palliative care services and represent an underused resource with enormous potential. Patient suffering is poorly addressed in current Tuberculosis treatment programmes. A community-based palliative care approach may extend peoples' support networks, helping to alleviate suffering. Further research on existing support structures and integration of these services into Tuberculosis control programmes is required."
30319946,Evaluation of treatment outcome and adverse drug reaction of directly observed treatment (DOT) plus regimen in multidrug-resistant tuberculosis (MDR-TB) patients at district tuberculosis centre Rajkot.,Perspectives in clinical research,2018,Piparva KG; Jansari G; Singh AP,"The emergence of drug-resistant mycobacteria becomes a significant public health problem globally creating an obstacle to effective tuberculosis (TB) control. Gujarat, Maharashtra, and Andhra Pradesh DRS survey estimated that the proportion of multidrug-resistant TB (MDR-TB) is 2.1% (in new TB cases) and 15% (in previously treated cases). Programmatic management of MDR-TB implemented under Revised National Tuberculosis Control Programme in India in 2007. The objective of this study is to evaluate treatment outcome and adverse drug reactions (ADRs) of category IV. A total of 108 MDR-TB patients were analyzed retrospectively who registered and received treatment during the year of 2014 and 2015 at district TB centre, Rajkot. MDR patients who died or transferred out or defaulter before completion of intensive phase were excluded from the analysis. Of total 108 patients majority patients (64.81%) were in young (20-39 years) with m:f: 2:1. All MDR-TB patients were retreated cases and 69.44% were ""undernutrition category"". Culture conversion rate was 86.91% at 4 months of treatment. Cure rate was 50.93% while defaulter rate and died rate was same (17.59%). Failure rate was 18.51%. Weight improvement was significantly associated with cure rate. The incidence of ADR was 32.71%. Most frequent ADRs were related to gastrointestinal system (34.42%), ototoxicity (13.11%), and central nervous system (8.1%). Aminoglycosides, cycloserine, and ethambutol were discontinued due to ADR. Majority ADRs (77.04%) were ""possible"" category by causality assessment and ""mild"" in severity assessment. Ototoxicity was only severe ADRs observed. Cure rate was improved than previous years at same center. Attention should be paid for defaulters."
30248414,Whole-genome sequencing reveals genetic signature of bedaquiline resistance in a clinical isolate of Mycobacterium tuberculosis.,Journal of global antimicrobial resistance,2018,Chawla K; Martinez E; Kumar A; Shenoy VP; Sintchenko V,"The emergence of multidrug-resistant (MDR) and extensively drug-resistant (XDR) Mycobacterium tuberculosis strains has opened up new challenges for tuberculosis (TB) control in India. This study examined molecular markers of resistance to bedaquiline, a new antituberculous drug with the potential to dramatically improve MDR-TB treatment outcomes and to reduce mortality. A clinical M. tuberculosis isolate with a MDR-TB profile was subjected to whole-genome sequencing using an Illumina NextSeq500 platform, followed by genome-wide sequence analysis. A mutation in the Rv0678 coding region associated with in vitro bedaquiline resistance was identified. The strain represented the Delhi/CAS lineage. This first report of a potentially bedaquiline-resistant M. tuberculosis strain in India highlights the role of genome-wide sequence analysis of isolates from TB cases with a history of treatment in countries with a high burden of MDR-TB and XDR-TB."
30137546,"Delay before drug susceptibility testing among patients with presumptive multidrug-resistant tuberculosis in Gujarat, India.",Transactions of the Royal Society of Tropical Medicine and Hygiene,2018,Shewade HD; Shringarpure KS; Parmar M; Patel N; Kuriya S; Shihora S; Ninama N; Gosai N; Khokhariya R; Popat C; Thanki H; Modi B; Dave P; Baxi RK; Kumar AMV,"Reducing delay in the diagnosis of multidrug-resistant tuberculosis (MDR-TB) by performing genotypic drug susceptibility testing (DST) among eligible patients as early as possible can improve clinical presentation and treatment outcomes and reduce transmission. We aimed to determine the delay from being eligible for DST to performing DST and factors associated with the delay. This was a retrospective cohort study involving record review among presumptive MDR-TB patients who underwent genotypic DST from five selected districts in the state of Gujarat, India (2014). Specimens were couriered from the designated microscopy centres (DMCs) to two designated genotypic DST facilities located outside the districts. Of 2212 patients, the median duration from eligibility to the specimen being sent, from the specimen being sent to DST and from eligibility to DST was 3, 5 and 8 d, respectively. Patients from DMCs in teaching hospitals and with presumptive MDR-TB criteria 'follow-up smear positive' and 'TB-human immunodeficiency virus co-infection' had a significantly higher risk of delay between eligibility and testing (≥8 d). The delay in the specimen being sent after eligibility contributed to high delays in these subgroups. The districts were doing well in implementing timely DST among presumptive MDR-TB patients. However, there is room for improvement in reducing the delays in the sending of specimens among certain patient subgroups."
30112315,"Epidemiological profile of multidrug-resistant tuberculosis patients in Gorakhpur Division, Uttar Pradesh, India.",Journal of family medicine and primary care,2018,Venkatesh U; Srivastava DK; Srivastava AK; Tiwari HC,"Multidrug-resistant tuberculosis (MDR-TB) poses a major threat to control of TB worldwide. Adequate information on socioepidemiological factors and their interaction is required for its control. The aim was to study the social and epidemiological profile of MDR-TB patient in Gorakhpur division. A cross-sectional study of 157 MDR-TB patients from Gorakhpur division admitted at DR-TB Center of a tertiary care center were interviewed during initiation of MDR-TB treatment using structured questionnaire and collected data were described using descriptive statistics. More than 2/3 Study point out need of nutritional counseling and support throughout the treatment. Use of incentives, enhancing contact tracing and increasing awareness regarding sputum disposal practices are recommended for effective control."
29933863,Active case finding of rifampicin sensitive and resistant TB among household contacts of drug resistant TB patients in Andhra Pradesh and Telangana states of India - A systematic screening intervention.,The Indian journal of tuberculosis,2018,Chatla C; Jaju J; Achanta S; Samyuktha R; Chakramahanti S; Purad C; Chepuri R; Nair SA; Parmar M,"India has the world's highest estimated burden of multi-drug-resistant tuberculosis (MDR-TB). While prevalence of MDR-TB is known to be 2-3% among new TB patients and 12-17% in previously treated patients, programmatic information on the extent of transmission of TB and MDR-TB among household contacts of known MDR-TB patients is scarce. Systematic screening of household contacts of all MDR-TB patients on treatment was implemented as an intervention in the states of Andhra Pradesh and Telangana states of India. We undertook this prospective interventional study to measure the extent of TB symptoms developed among the household contacts of the known MDR-TB patients treated under Revised National TB Control Programme (RNTCP). The extent of rifampicin sensitive or resistance TB, bacteriologically confirmed using Xpert MTB-RIF, was examined among the symptomatic household contacts. All MDR-TB patients registered and on treatment under RNTCP between July 2011 and Sep 2013 in Andhra Pradesh and Telangana States were selected for the study. They were contacted through home visit by the trained RNTCP teams during 11th Dec 2013 and 7th Jan 2014. All household contacts of MDR-TB patients were screened once for TB symptoms such as cough, fever, weight loss, night sweats, and haemoptysis and extra pulmonary site specific symptoms if any. If found symptomatic, two sputum specimen were collected (spot-morning) from each of the contact and transported for testing on Xpert MTB-RIF for detection of pulmonary TB with or without RR-TB. A total of 1750 MDR-TB patients were registered between July 2011 and Sep 2013. Of these, 1602 (91.5%) MDR-TB patients were included in the study. A total of 4858 household contacts of these 1602 patients were identified with an average of 3 contacts per MDR-TB patient. Of these, after excluding 87 (1.8%) contacts with past history of diagnosis and/or treatment for TB, 4771 (98.2%) contacts were screened for current signs and symptoms suggestive of TB. Their mean age was 28.5 years and 2151 (45%) were females. Of the 4771 contacts screened, 793 (16.6%) had at least one of the symptoms suggestive of TB of whom 781 (98.5%) had two sputum specimen transported and tested on Xpert MTB-Rif. Specimen could not be collected during the study period in 12 symptomatic patients including 4 with symptoms of extra pulmonary TB. Among 781 symptomatic contacts examined, 34 (4.4%) were bacteriologically confirmed with TB and 15 (44%) also had Rif resistance (RR). High extent of TB, particularly RR-TB was observed among household contacts of known MDR-TB patients with symptom screening and early diagnosis using Xpert-MTB-Rif. Regular systematic active screening for TB and MDR-TB among this highly vulnerable group using Xpert-MTB-Rif is useful in India for early diagnosis among close contacts of known MDR-TB patients."
29933862,Cost effectiveness of decentralised care model for managing MDR-TB in India.,The Indian journal of tuberculosis,2018,John D; Chatterjee P; Murthy S; Bhat R; Musa BM,"In India, multidrug-resistant tuberculosis (MDR-TB) patients are usually treated in hospitals. Decentralised care model, however, has been suggested as a possible alternative by the World Health Organization (WHO). In the ""End TB Strategy"", the WHO highlights, as one of the key targets for 2035, that 'no TB-affected families should face catastrophic hardship due to the tuberculosis'. Removal of financial barriers to health-care access and mitigation of catastrophic expenditures are therefore considered vital to achieve the universal health coverage (UHC) goal. Since forgoing healthcare due to the financial constraints is a known fact in India, decentralised care as an intervention choice (as against hospital-based care) might enhance equity provided it is an affordable choice. Thus, an economic evaluation was conducted, from the perspective of the national health system in India, to assess the cost-effectiveness of decentralised care compared to centralised care for MDR-TB. This study uses a decision-analytic model with a follow-up of two years to assess the expected costs of the decentralised versus the centralised approaches for MDR-TB treatment. A published systematic review of observational studies yielded the MDR-TB treatment outcomes, which included treatment success, treatment default, treatment failure, and mortality parameters. It was observed that these parameters did not vary significantly between the two alternatives. Treatment costs included the following costs: hospital admission costs, clinic costs, visits to laboratory and MDR-TB centre, drug therapy, injections and food. Costs data of drugs, diagnosis, hospital stay and travel to public facilities, based on a simple market survey, were taken from a recently published study on MDR-TB expenditures in the Chhattisgarh state of India. Potential cost savings related to the implementation of decentralised MDR-TB care for all patients who initiated MDR-TB treatment in India were additionally estimated. Estimated average expected total treatment cost was US$ 3390.56 for the hospital-based model and US$ 1724.1 for the decentralised model for a patient treated for MDR-TB in India, generating potential savings of US$1666.50 per case, with ICER US$ 2382.68 per QALY gained. One of the primary drivers of this difference was the significantly more intensive (thus expensive) stay charges in the hospital. If the costs and treatment probabilities are extrapolated to the whole country, with 48114 MDR-TB patients initiated on treatment in 2017, decentralised care would have additional 1058 patients cured, gain additional 3824 QALYs, and avert 2165 deaths, as compared to centralised care, in India. At various scenarios of coverage rates of decentralised and centralised care the cost difference would range between 23% and 94% for the country. Our study provides evidence of cost savings for MDR-TB patients if patients choose decentralised treatment in comparison to suggested hospitalisation of these patients for centralised treatment with similar outcomes. The economic evaluation presented in this study expected significant efficiency gains in choice of two treatment options and the cost savings may improve equity. In India, treatment of MDR-TB using decentralised care is expected to result in similar patient outcomes at markedly reduced public health costs compared with centralised care."
29933860,"Management practices of tuberculosis in children among pediatric practitioners in Mangalore, South India.",The Indian journal of tuberculosis,2018,K S S; Saldanha PRM; Kushwah S; Prabhu AS,"In spite of having BCG vaccination and tuberculosis control program for the last 50 years, prevalence of tuberculosis continues to be high in India. Inadequate diagnostic methods, suboptimal treatment and monitoring, and the lack of vigilant reporting system are some of the contributing factors for the failure of TB control. To know the current practices among local pediatricians regarding management of TB. Field based cross sectional study. All the registered pediatricians who were practicing in Mangalore, (list - local IAP branch) were included in the study. A structured Questionnaire on signs and symptoms of TB, diagnosis, strategies adopted in treatment, MDR tuberculosis and reporting of cases to RNTCP was asked. Management practice standards according to the Updated National Guidelines for Pediatric Tuberculosis in India, 2012, RNTCP guidelines in consensus with IAP, latest at the time of the study. 50 pediatricians participated in the study with 62% having an attachment to the teaching institution. More than 50% identified all the symptoms of TB. 64% were sending chest X-ray, Mantoux test and gastric lavage/induced sputum examination for AFB to diagnose TB. 22% were not stressing for AFB examination. Still 16% told serological tests as one of the diagnostic modality. 52% were not aware about the diagnosis of latent TB. In 16% of their cases ATT was on a trial basis. Only 52% of the clinicians are adhering to updated national (RNTCP) guidelines. 30% felt still there are drawbacks in the current RNTCP guidelines. 72% knew the correct definition of MDR tuberculosis. But only 36% of them knew the diagnostic method (gene expert/CB NAAT) of confirming the MDR TB. Management practices are found to be still suboptimum. Better engagement of the private sector is urgently required to improve TB management practices and to prevent diagnostic delay and drug resistance."
29628698,Drug resistant Skeletal Tuberculosis in a tertiary care centre in South India.,Journal of clinical orthopaedics and trauma,2018,Arockiaraj J; Balaji GS; Cherian VM; T S J; Thomas BP; Michael JS; Poonnoose PM,"Drug resistant tuberculosis is alarmingly on the rise especially in developing countries. Skeletal tuberculosis accounts up to 10% of all extra pulmonary tuberculosis. World Health Organisation (WHO) has not formulated guidelines for the management of Multi-drug resistant skeletal tuberculosis. A retrospective analysis of patients treated for musculoskeletal tuberculosis was done, to study drug resistance patterns. The outcome was assessed both clinically and radiologically.898 patients were treated for skeletal tuberculosis during the period of 2006-2013 (96 months). 478 (53.2%) patients were treated for tubercular spondylitis and 420 (46.8%) for extra-spinal skeletal tuberculosis. Ninety two patients (10.2%) had documented resistance to the anti-tubercular drugs. There were 42 mono resistant tuberculosis cases (4.7%), 13 poly resistant cases (1.4%), 33 multi-drug resistant cases (MDR TB) (3.7%) and 4 (0.4%) extremely drug resistant tuberculosis cases (XDR). All the patients were treated medically as per drug susceptibility patterns and protocols. Surgery was performed when indicated in 59 (66%) cases. 85% completed their course of treatment and were successfully healed as per pre-set clinical, biochemical and radiological criteria. The remaining were lost to follow up. One patient died as a result of post op respiratory infection. The prevalence of Multi-drug resistant tuberculosis patients in our centre was 3.7% and that of Extremely drug resistant tuberculosis cases was 0.4%. A Multi-disciplinary approach with drug susceptibility tests, sensitive drugs, and surgery if required is essential. Health education is essential to improve awareness among health care professionals about the danger of drug resistance in tuberculosis."
29604431,Prevalence of mutations in genes associated with isoniazid resistance in Mycobacterium tuberculosis isolates from re-treated smear-positive pulmonary tuberculosis patients: A meta-analysis.,Journal of global antimicrobial resistance,2018,Alagappan C; Sunil Shivekar S; Brammacharry U; Cuppusamy Kapalamurthy VR; Sakkaravarthy A; Subashkumar R; Muthaiah M,"The prevalence of isoniazid (INH) monoresistance is high in India. In this study, molecular epidemiological characteristics associated with INH resistance mutations in Mycobacterium tuberculosis in codon katG315 and in the promoter region of the inhA gene were investigated. Sputum specimens of smear-positive tuberculosis (TB) patients were subjected to GenoType MTBDRplus assay to identify katG and inhA mutations in M. tuberculosis. In addition to the current study, 17 publications assessed 14100 genotypically resistant M. tuberculosis isolates for mutations in katG inclusive of codon 315. In total, 1821 (11.8%) of 15438 INH-resistant strains had detectable mutations: 71.0% in katG315 and 29.0% in the inhA promoter region. The prevalence of IHN monoresistance was 89.1% in the economically-active age group, 0.4% in the paediatric age group and 10.5% in those aged >60years; the rate in males and females was 12.0% and 10.8%, respectively. Meta-analysis derived a pooled katGS315T resistant TB prevalence of 67.3% (95% CI 59.3-75.4%) with Q=732.19, I INH resistance was spread widely and transmission of INH-resistant isolates, especially with katG315T mutation, was confirmed. Therefore, it is important to diagnose katG315T mutants among INH-resistant strains as it may be a risk factor for subsequent development of multidrug-resistant TB (MDR-TB). Prompt detection of patients with INH-resistant strains would expedite modification of treatment regimens, and appropriate infection control measures could be taken in time to diminish the risk of further development and transmission of MDR-TB."
29596221,"Increasing Prevalence of Pediatric Drug-resistant Tuberculosis in Mumbai, India, and Its Outcome.",The Pediatric infectious disease journal,2018,Shah MA; Shah I,"The prevalence and type of Drug resistant tuberculosis (DR-TB) was evaluated pre- and post-2013, and outcome was studied. Descriptive retrospective study. Children were defined as having DR-TB on the basis of GeneXpert or line probe assay and/or drug susceptibility testing (DST) of M. tuberculosis grown on culture or from contact's DST. The prevalence of DR-TB was 110 of 1145 cases (9.6%), which showed an increase, compared with 5.6% pre-2010 and 7% in 2010-2013 (P = 0.014408). Twenty-two children (20%) had pulmonary-TB and 88 (80%) had extra-pulmonary-TB with disseminated-TB being the most common presentation in 31 children (28.18%). Ninety-six children (87.3%) were bacteriologically confirmed TB cases, and 14 (12.7%) were clinically diagnosed-TB and treated as per contact DST. Eight cases (7.2%) were monoresistant, 7 (6.3%) polyresistant, MDR-TB seen in 28 patients (25.45%), 32 (29.09%) had pre-XDR-TB, 9 (8.18%) had XDR-TB and 12 (10.9%) were rifampicin resistant. Ethionamide resistance increased from 26.1% pre-2013 to 60.8% post-2013 (P = 0.014408) and ofloxacin resistance rose from 30.4% pre-2010, to 47.6% in 2010-2013 and 56.9% post-2013 (P = 0.080863). Moxifloxacin resistance showed an acute rise from 8.7% pre-2010, to 46% in 2010-2013 and 57% post-2013 (P = 0.000275). Thirty-three patients (30%) had completed their treatment, 21 (19.09%) were lost to follow-up and 56 (50.09%) patients are still on treatment. DR-TB is increasing in Mumbai, India. Based on the DST results, individualised therapy would be recommended."
