pmid,title,mention_index,percent,percent_str,n,fraction_num,fraction_den,ci_level,ci_low,ci_high,context_snippet
34637049,Mycobacterium tuberculosis strain lineage in mixed tribal population across India and Andaman Nicobar Island.,1,15.4,15.4,,,,,,,usceptibility testing (DST) results showed almost 15.4% of clinical isolates found to be resistant to iso
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",0,20.0,20,,,,,,,was used for GenoType MTBDRsl v.2.0 assay. While 20% of the decontaminated specimens were inoculated i
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",1,26.6,26.6,,,,,,,"e MTBDRsl v.2.0 assay. Of the 1178 MTBC positive, 26.6% were sensitive to both FQs and SLIDs, whereas 57."
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",2,57.3,57.3,,,,,,,".6% were sensitive to both FQs and SLIDs, whereas 57.3% were only FQs resistant and 15.9% were resistant"
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",3,15.9,15.9,,,,,,,"SLIDs, whereas 57.3% were only FQs resistant and 15.9% were resistant to both FQs and SLIDs. Further DST"
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",4,17.0,17,,,,,,,"DST of 225 isolates by liquid culture showed that 17% were sensitive to both FQs and SLIDs, 61.3% were"
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",5,61.3,61.3,,,,,,,"ed that 17% were sensitive to both FQs and SLIDs, 61.3% were only FQs resistant and 21.3% were resistant"
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",6,21.3,21.3,,,,,,,"FQs and SLIDs, 61.3% were only FQs resistant and 21.3% were resistant to both. The specificity for FQs a"
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",7,92.31,92.31,,,,,,,nt to both. The specificity for FQs and SLIDs was 92.31% and 100% whereas sensitivity was 100% respectivel
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",8,100.0,100,,,,,,,The specificity for FQs and SLIDs was 92.31% and 100% whereas sensitivity was 100% respectively by Geno
34446022,"Direct detection of resistance to fluoroquinolones/SLIDs in sputum specimen by GenoType MTBDRsl v.2.0 assay A study from Eastern Uttar Pradesh, India.",9,100.0,100,,,,,,,SLIDs was 92.31% and 100% whereas sensitivity was 100% respectively by GenoType MTBDRsl v.2.0 assay in d
34343039,Pattern of Drug Resistance in Primary Spinal Tuberculosis: A Single-Center Study From India.,0,50.0,50,,,,,,,analysis. Spinal tuberculosis accounts for about 50% of cases among extra pulmonary osteoarticular tub
34343039,Pattern of Drug Resistance in Primary Spinal Tuberculosis: A Single-Center Study From India.,1,24.0,24,,,,,,,f resistance in Indian subcontinent which harbors 24% of global prevalence. The aim was to study the pa
34343039,Pattern of Drug Resistance in Primary Spinal Tuberculosis: A Single-Center Study From India.,2,28.6,28.6,,,,,,,"resistance in spinal tuberculosis was found to be 28.6%. Of these, MDR was in 16.2%, pre-XDR in 20.9%, an"
34343039,Pattern of Drug Resistance in Primary Spinal Tuberculosis: A Single-Center Study From India.,3,16.2,16.2,,,,,,,"losis was found to be 28.6%. Of these, MDR was in 16.2%, pre-XDR in 20.9%, and XDR in 9.3% patients."
34343039,Pattern of Drug Resistance in Primary Spinal Tuberculosis: A Single-Center Study From India.,4,20.9,20.9,,,,,,,"be 28.6%. Of these, MDR was in 16.2%, pre-XDR in 20.9%, and XDR in 9.3% patients."
34343039,Pattern of Drug Resistance in Primary Spinal Tuberculosis: A Single-Center Study From India.,5,9.3,9.3,,,,,,,"e, MDR was in 16.2%, pre-XDR in 20.9%, and XDR in 9.3% patients."
33632218,The epidemiologic impact and cost-effectiveness of new tuberculosis vaccines on multidrug-resistant tuberculosis in India and China.,0,50.0,50,,,,,,,"efficacy, conferring 10 years of protection, with 50% efficacy. We measured vaccine cost-effectiveness"
33632218,The epidemiologic impact and cost-effectiveness of new tuberculosis vaccines on multidrug-resistant tuberculosis in India and China.,1,71.0,71,,,,,,,"P&PI vaccine reduced RR/MDR-TB incidence rate by 71% (UI: 69-72) and 72% (UI: 70-74), and the PSI vacc"
33632218,The epidemiologic impact and cost-effectiveness of new tuberculosis vaccines on multidrug-resistant tuberculosis in India and China.,2,72.0,72,,,,,,,"d RR/MDR-TB incidence rate by 71% (UI: 69-72) and 72% (UI: 70-74), and the PSI vaccine by 31% (UI: 30-3"
33632218,The epidemiologic impact and cost-effectiveness of new tuberculosis vaccines on multidrug-resistant tuberculosis in India and China.,3,31.0,31,,,,,,,"9-72) and 72% (UI: 70-74), and the PSI vaccine by 31% (UI: 30-32) and 44% (UI: 42-47) in China and Indi"
33632218,The epidemiologic impact and cost-effectiveness of new tuberculosis vaccines on multidrug-resistant tuberculosis in India and China.,4,44.0,44,,,,,,,"0-74), and the PSI vaccine by 31% (UI: 30-32) and 44% (UI: 42-47) in China and India, respectively. In"
33632218,The epidemiologic impact and cost-effectiveness of new tuberculosis vaccines on multidrug-resistant tuberculosis in India and China.,5,49.0,49,,,,,,,d cost-effective at the lower HCOC threshold with 49% probability and PSI vaccines at the upper HCOC th
33632218,The epidemiologic impact and cost-effectiveness of new tuberculosis vaccines on multidrug-resistant tuberculosis in India and China.,6,21.0,21,,,,,,,and PSI vaccines at the upper HCOC threshold with 21% probability. The P&PI vaccine was predicted to av
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",0,6.0,6,,,,,,,2020. A total of 268 patients were included; 16 (6%) of them were children (0-9 years). The median(mi
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",1,72.0,72,,,,,,,"e median(min-max) age was 17(4-19) years and 192 (72%) were females. Majority (199, 74%) had pulmonary"
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",2,74.0,74,,,,,,,"years and 192 (72%) were females. Majority (199, 74%) had pulmonary TB. Most (58%) had MDR-TB while 42"
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",3,58.0,58,239.0,,,,,,"ales. Majority (199, 74%) had pulmonary TB. Most (58%) had MDR-TB while 42% had fluoroquinolone-resista"
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",4,42.0,42,239.0,,,,,,4%) had pulmonary TB. Most (58%) had MDR-TB while 42% had fluoroquinolone-resistant TB. The median(IQR)
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",5,62.0,62,128.0,,,,,,"(n = 128) was 3(3-4) months. Of 268 patients, 166(62%) had successful end-of-treatment outcomes (cured-"
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",6,94.0,94,,,,,,,gher proportion of successful treatment outcomes (94% versus 60%) compared to adolescents. Patients wit
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",7,60.0,60,,,,,,,tion of successful treatment outcomes (94% versus 60%) compared to adolescents. Patients with undernutr
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",8,95.0,95,,,,,,,"ts with undernutrition [adjusted odds-ratio, aOR (95% Confidence Interval, 95%CI): 2.5 (1.3-4.8) or tho"
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",9,95.0,95,,,,,,,"djusted odds-ratio, aOR (95% Confidence Interval, 95%CI): 2.5 (1.3-4.8) or those with XDR-TB [aOR (95%"
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",10,95.0,95,,,,,,,95%CI): 2.5 (1.3-4.8) or those with XDR-TB [aOR (95% CI): 4.3 (1.3-13.8)] had higher likelihood of hav
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",0,73.0,73,,,,,,,"nts with MDR-TB. Sixty-nine patients with MDR-TB (73%) reported ADRs. Tingling (42.6%), headache (37.2%"
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",1,42.6,42.6,,,,,,,"tients with MDR-TB (73%) reported ADRs. Tingling (42.6%), headache (37.2%), numbness (36.2%), dizziness ("
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",2,37.2,37.2,,,,,,,"(73%) reported ADRs. Tingling (42.6%), headache (37.2%), numbness (36.2%), dizziness (34%) and nausea (3"
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",3,36.2,36.2,,,,,,,"Rs. Tingling (42.6%), headache (37.2%), numbness (36.2%), dizziness (34%) and nausea (33%) were the most"
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",4,34.0,34,,,,,,,"), headache (37.2%), numbness (36.2%), dizziness (34%) and nausea (33%) were the most common ADRs. Of t"
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",5,33.0,33,,,,,,,"%), numbness (36.2%), dizziness (34%) and nausea (33%) were the most common ADRs. Of the 94 patients, 7"
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",6,7.4,7.4,,,,,,,"%) were the most common ADRs. Of the 94 patients, 7.4% were compelled to think of discontinuing their tr"
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",7,8.5,8.5,,,,,,,ink of discontinuing their treatment due to ADRs; 8.5% had discontinued Cat-I/Cat-II regimen in the past
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",8,11.7,11.7,,,,,,,ad discontinued Cat-I/Cat-II regimen in the past; 11.7% had discontinued their MDR-TB regimen in the past
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",9,13.8,13.8,,,,,,,ad discontinued their MDR-TB regimen in the past; 13.8% had their drug regimen changed due to ADRs and 94
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",10,94.7,94.7,,,,,,,8% had their drug regimen changed due to ADRs and 94.7% had good adherence to their current regimen (took
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",11,80.0,80,,,,,,,adherence to their current regimen (took at least 80% of their doses till date). ADRs were the reason f
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",12,75.0,75,,,,,,,their doses till date). ADRs were the reason for 75% of the patients who discontinued their Cat-I/Cat-
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",13,64.0,64,,,,,,,tinued their Cat-I/Cat-II regimen in the past and 64% of the patients who discontinued their MDR-TB reg
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,0,5.4,5.4,,,,,,,"nt and Isoniazid mono-resistant TB were found in 5.4%, 2.5%, and 11.4% cases of presumptive MDR-TB, res"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,1,2.5,2.5,,,,,,,"Isoniazid mono-resistant TB were found in 5.4%, 2.5%, and 11.4% cases of presumptive MDR-TB, respectiv"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,2,11.4,11.4,,,,,,,"mono-resistant TB were found in 5.4%, 2.5%, and 11.4% cases of presumptive MDR-TB, respectively. Based"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,3,38.0,38,,,,,,,"nd inferred resistance to Rifampicin was found in 38%, 29.3%, and 32.7% of the 1582 MDR cases, respecti"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,4,29.3,29.3,,,,,,,"ferred resistance to Rifampicin was found in 38%, 29.3%, and 32.7% of the 1582 MDR cases, respectively. S"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,5,32.7,32.7,,,,,,,"stance to Rifampicin was found in 38%, 29.3%, and 32.7% of the 1582 MDR cases, respectively. S450L (MUT3)"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,6,59.4,59.4,,,,,,,UT3) was the most common rpoB mutation present in 59.4% of the Rifampicin resistant cases. Of the 3390 Is
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,7,72.5,72.5,,,,,,,"ant cases. Of the 3390 Isoniazid resistant cases, 72.5% had mutations in the katG gene, and 27.5% had mut"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,8,27.5,27.5,,,,,,,"cases, 72.5% had mutations in the katG gene, and 27.5% had mutations in the inhA gene. True resistance,"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,9,42.9,42.9,,,,,,,"resistance, and inferred resistance accounted for 42.9%, 22.2%, and 17.3% of the 2459 katG resistant case"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,10,22.2,22.2,,,,,,,"nce, and inferred resistance accounted for 42.9%, 22.2%, and 17.3% of the 2459 katG resistant cases, resp"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,11,17.3,17.3,,,,,,,"ferred resistance accounted for 42.9%, 22.2%, and 17.3% of the 2459 katG resistant cases, respectively. T"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,12,54.5,54.5,,,,95.0,1.747,5.754,"ferred resistance for the inhA gene were found in 54.5%, 40.7%, and 4.7% cases, respectively. MDR-contact"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,13,40.7,40.7,,,,95.0,1.747,5.754,"resistance for the inhA gene were found in 54.5%, 40.7%, and 4.7% cases, respectively. MDR-contact (AOR 3"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,14,4.7,4.7,,,,95.0,1.747,5.754,"for the inhA gene were found in 54.5%, 40.7%, and 4.7% cases, respectively. MDR-contact (AOR 3.171 95% C"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,15,95.0,95,,,,95.0,1.747,5.754,"4.7% cases, respectively. MDR-contact (AOR 3.171 95% CI: 1.747-5.754, p-0.000) treatment failure (AOR"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,16,2.17595,2.17595,,,,95.0,1.747,5.754,"CI: 1.747-5.754, p-0.000) treatment failure (AOR 2.17595% CI: 1.703-2.777, p-0.000) and female gender (AOR"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,17,95.0,95,,,,95.0,1.747,5.754,".703-2.777, p-0.000) and female gender (AOR 1.315 95% CI: 1.117-1.548, p-0.001), were positively associ"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,18,95.0,95,,,,95.0,0.801,1.546,"nificant positive association with MDR (AOR 1.113 95% CI: 0.801-1.546, p-0.523). Old age (AOR 0.994 95%"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,19,95.0,95,,,,95.0,0.801,1.546,"95% CI: 0.801-1.546, p-0.523). Old age (AOR 0.994 95% CI: 0.990-0.999, p-0.023) and HIV seropositivity"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,20,95.0,95,,,,95.0,0.801,1.546,"0.999, p-0.023) and HIV seropositivity (AOR 0.580 95% CI: 0.369-0.911, p-0.018) were negatively associa"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,21,95.0,95,,,,95.0,1.804,3.49,"ive association with treatment failure (AOR 2.509 95% CI: 1.804-3.490, p < .001), it did not show any a"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,22,95.0,95,,,,95.0,1.804,3.49,"association with previous TB treatment (AOR 1.286 95% CI: 0.765-2.164, p-0.342) or with history of cont"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,23,95.0,95,,,,95.0,0.765,2.164,"or with history of contact with MDR-TB (AOR 1.813 95% CI: 0.591-5.560, p-0.298). However, INH mono-resi"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,24,95.0,95,,,,95.0,1.021,1.662,"e previous history of treatment for TB (AOR 1.303 95% CI: 1.021-1.662, p-0.033). It was also positively"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,25,95.0,95,,,,95.0,1.021,1.662,"33). It was also positively associated (AOR 2.094 95% CI: 1.236-3.548, p-0.006) with MDR-TB contacts. T"
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,26,8.4,8.4,,,,,,,is region shows a decrease in MDR prevalence from 8.4% in 2015 to 1.3% in 2018. A similar trend is obser
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,27,1.3,1.3,,,,,,,a decrease in MDR prevalence from 8.4% in 2015 to 1.3% in 2018. A similar trend is observed for Rifampic
33062976,"Profile of HIV and multidrug-resistant tuberculosis in orphans living in orphanages in Mumbai, Maharashtra, India.",0,61.1,61.1,,,,,,,"ted children in orphanage A, boys constituted 11 (61.1%) and girls were 7 (38.9%), whereas orphanage B ha"
33062976,"Profile of HIV and multidrug-resistant tuberculosis in orphans living in orphanages in Mumbai, Maharashtra, India.",1,38.9,38.9,,,,,,,"A, boys constituted 11 (61.1%) and girls were 7 (38.9%), whereas orphanage B had all girls ( Children in"
33062976,"Profile of HIV and multidrug-resistant tuberculosis in orphans living in orphanages in Mumbai, Maharashtra, India.",2,3.5,3.5,,,,,,,"in both orphanages, with prevalence ranging from 3.5% to 5.5%."
33062976,"Profile of HIV and multidrug-resistant tuberculosis in orphans living in orphanages in Mumbai, Maharashtra, India.",3,5.5,5.5,,,,,,,"orphanages, with prevalence ranging from 3.5% to 5.5%."
32862166,High degree of fluoroquinolone resistance among extrapulmonary tuberculosis patients at a tertiary care center in North India.,0,20.4,20.4,,11.0,54.0,,,,ve to FLDs. Monoresistance of FQs was observed in 20.4% (11/54) among RR/MDR-TB isolates and 4.3% (15/348
32862166,High degree of fluoroquinolone resistance among extrapulmonary tuberculosis patients at a tertiary care center in North India.,1,4.3,4.3,,15.0,348.0,,,,ved in 20.4% (11/54) among RR/MDR-TB isolates and 4.3% (15/348) among FLD-sensitive isolates. The high d
32719234,"Trends & treatment outcomes of multidrug-resistant tuberculosis in Delhi, India (2009-2014): A retrospective record-based study.",0,59.12,59.12,,,,,,,"dentified from the treatment cards, of whom 1749 (59.12%) were males. The mean (±standard deviation) age w"
32719234,"Trends & treatment outcomes of multidrug-resistant tuberculosis in Delhi, India (2009-2014): A retrospective record-based study.",1,53.28,53.28,,,,,,,"ourable treatment outcomes were reported in 1371 (53.28%) patients, but they showed a declining trend duri"
32461400,Genotype analysis of ofloxacin-resistant multidrug-resistant Mycobacterium tuberculosis isolates in a multicentered study from India.,0,6.25,6.25,,,,,,,"equencing and spoligotyping, respectively. Three (6.25%), 12 (44.44%) and 12 (29.27%) MDR-TB isolates fro"
32461400,Genotype analysis of ofloxacin-resistant multidrug-resistant Mycobacterium tuberculosis isolates in a multicentered study from India.,1,44.44,44.44,,,,,,,"d spoligotyping, respectively. Three (6.25%), 12 (44.44%) and 12 (29.27%) MDR-TB isolates from western, no"
32461400,Genotype analysis of ofloxacin-resistant multidrug-resistant Mycobacterium tuberculosis isolates in a multicentered study from India.,2,29.27,29.27,,,,,,,"respectively. Three (6.25%), 12 (44.44%) and 12 (29.27%) MDR-TB isolates from western, northern and south"
32461400,Genotype analysis of ofloxacin-resistant multidrug-resistant Mycobacterium tuberculosis isolates in a multicentered study from India.,3,30.15,30.15,,,,,,,"h OFX-resistant MDR-TB cases (P <0.05). Among 35 (30.15%) phenotypically OFX-resistant isolates, 22 (62.86"
32461400,Genotype analysis of ofloxacin-resistant multidrug-resistant Mycobacterium tuberculosis isolates in a multicentered study from India.,4,62.86,62.86,,,,,,,"0.15%) phenotypically OFX-resistant isolates, 22 (62.86%) had mutations in the gyrA gene and two (5.71%) i"
32461400,Genotype analysis of ofloxacin-resistant multidrug-resistant Mycobacterium tuberculosis isolates in a multicentered study from India.,5,5.71,5.71,,,,,,,(62.86%) had mutations in the gyrA gene and two (5.71%) isolates had mutations in the gyrB gene. These r
32218585,The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis.,0,23.9,23.9,,,,,,,ould reduce the annual incidence of TB in 2030 by 23.9% [95% Bayesian credible intervals [CrI] 17.6-30.8%
32218585,The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis.,1,95.0,95,,,,,,,duce the annual incidence of TB in 2030 by 23.9% [95% Bayesian credible intervals [CrI] 17.6-30.8%] if
32218585,The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis.,2,30.8,30.8,,,,,,,"23.9% [95% Bayesian credible intervals [CrI] 17.6-30.8%] if used to treat all TB cases, and by 2.30% [95%"
32218585,The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis.,3,2.3,2.30,,,,,,,"17.6-30.8%] if used to treat all TB cases, and by 2.30% [95% CrI 1.57-3.48%] if used to treat only RR-TB."
32218585,The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis.,4,95.0,95,,,,,,,".8%] if used to treat all TB cases, and by 2.30% [95% CrI 1.57-3.48%] if used to treat only RR-TB. Nota"
32218585,The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis.,5,3.48,3.48,,,,,,,"to treat all TB cases, and by 2.30% [95% CrI 1.57-3.48%] if used to treat only RR-TB. Notably, with a reg"
32218585,The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis.,6,95.0,95,,,,,,,"otably, with a regimen costing less than USD 359 (95% CrI 287-441), treating all diagnosed TB cases wit"
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,0,85.0,85,68.0,,,,,,". Of 378 patients enrolled (median age: 45 years; 85% males), 18% (n = 68) were rifampin-resistant. Amo"
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,1,18.0,18,68.0,9.0,89.0,,,,"ients enrolled (median age: 45 years; 85% males), 18% (n = 68) were rifampin-resistant. Among Xpert pos"
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,2,10.0,10,9.0,9.0,89.0,,,,"positives (n = 305), distributions of RR-TB were: 10% (n = 9/89) for recurrent cases who had received T"
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,3,15.0,15,9.0,9.0,59.0,,,,"ases who had received TB treatment for <2-months, 15% each for new (n = 9/59) or recurrent cases (n = 5"
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,4,36.0,36,41.0,41.0,113.0,,,,"ear positive between 2 and 4 months of treatment, 36% (n = 41/113) for treatment failures, and 40% (n ="
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,5,40.0,40,2.0,2.0,5.0,,,,"ent, 36% (n = 41/113) for treatment failures, and 40% (n = 2/5) for loss to follow-ups. Of the sputum-s"
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,6,15.0,15,51.0,51.0,338.0,,,,"oss to follow-ups. Of the sputum-smear positives, 15% (n = 51/338) were Xpert negative. Seeking care in"
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,7,95.0,95,51.0,51.0,338.0,95.0,0.87,3.9,as associated with higher risk of RR-TB (OR:1.85; 95% CI:0.87-3.9). Prevalence of RR-TB is generally hi
32192613,Effectiveness and safety of bedaquiline under conditional access program for treatment of drug-resistant tuberculosis in India: An interim analysis.,0,50.0,50,,,,,,,g-resistant tuberculosis (MDR-TB); with less than 50% having successful treatment outcomes. Bedaquiline
32192613,Effectiveness and safety of bedaquiline under conditional access program for treatment of drug-resistant tuberculosis in India: An interim analysis.,1,56.0,56,,,,,,,try. Six hundred and twenty MDR-TB patients [349 (56%) males; 554 (89%) between 18 and 50 years and 240
32192613,Effectiveness and safety of bedaquiline under conditional access program for treatment of drug-resistant tuberculosis in India: An interim analysis.,2,89.0,89,,,,,,,and twenty MDR-TB patients [349 (56%) males; 554 (89%) between 18 and 50 years and 240 (39%) severely m
32192613,Effectiveness and safety of bedaquiline under conditional access program for treatment of drug-resistant tuberculosis in India: An interim analysis.,3,39.0,39,,,,,,,males; 554 (89%) between 18 and 50 years and 240 (39%) severely malnourished] were started on BDQ conta
32192613,Effectiveness and safety of bedaquiline under conditional access program for treatment of drug-resistant tuberculosis in India: An interim analysis.,4,57.0,57,,,,,,,men between June 2016 and August 2017. There 354 (57%) patients had MDR-TB with additional drug resista
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,0,34.5,34.5,,,,,,,113 MDR-TB isolates. The results showed that 39 (34.5%) of these isolates were resistant to FQ and 7 (6.
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,1,6.2,6.2,,,,,,,5%) of these isolates were resistant to FQ and 7 (6.2%) were XDR by Genotype MTBDRsl V2.0. Amongst the F
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,2,38.6,38.6,,,,,,,olates most prevalent mutation was ΔWT3-D94G (17; 38.6%) and N538D (12; 85.7%). Among the AG/CP and KAN r
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,3,85.7,85.7,,,,,,,mutation was ΔWT3-D94G (17; 38.6%) and N538D (12; 85.7%). Among the AG/CP and KAN resistant isolates most
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,4,71.4,71.4,,,,,,,on mutation in the rrs region was ΔWT1-A1401G (5; 71.4%) and C-14T (2; 28.5%) in eis gene. Second line Ba
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,5,28.5,28.5,,,,,,,s region was ΔWT1-A1401G (5; 71.4%) and C-14T (2; 28.5%) in eis gene. Second line Bactec MGIT-960 detecte
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,6,35.4,35.4,,,,,,,is gene. Second line Bactec MGIT-960 detected 40 (35.4%) isolates as resistant to FQ and 6 (5.3%) as XDR
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,7,5.3,5.3,,,,,,,"ted 40 (35.4%) isolates as resistant to FQ and 6 (5.3%) as XDR isolates, whereas Genotype MTBDRsl V1.0 a"
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,8,34.5,34.5,,,,,,,", whereas Genotype MTBDRsl V1.0 also detected 39 (34.5%) as resistant to FQ but missed 2 isolates in corr"
