iso3,year,c_newinc,e_pop_num,priv_new_dx
CMR,2008,24622,18574051,0
CMR,2009,24662,19113983,4098
CMR,2010,24073,19668067,4081
CMR,2011,24533,20232300,
CMR,2012,24802,20809540,
CMR,2013,25648,21402380,236
CMR,2014,26038,22059890,0
CMR,2015,26117,22763410,
CMR,2016,25527,23454158,
CMR,2017,24527,24128606,
CMR,2018,23403,24806386,
CMR,2019,24331,25506095,
CMR,2020,22102,26210553,
CMR,2021,22409,26915765,
CMR,2022,24722,27632768,
CMR,2023,25129,28372684,
CMR,2024,26551,29123749,
COD,2000,61024,50507447,
COD,2001,66748,52132644,
COD,2002,70424,53750527,
COD,2003,80011,55343866,
COD,2004,93679,56997745,
COD,2005,97075,58775724,
COD,2006,95666,60615900,8
COD,2007,99810,62477756,
COD,2008,104861,64390653,
COD,2009,111709,66412046,
COD,2010,114170,68563028,
COD,2011,110132,70849306,114290
COD,2012,108984,73254621,
COD,2013,112439,75789389,
COD,2014,115795,78403238,
COD,2015,119213,81035533,
COD,2016,130596,83956413,
COD,2017,150085,87083395,
COD,2018,169748,90047635,
COD,2019,178527,92947436,
COD,2020,200955,95989997,
COD,2021,214408,99148925,
COD,2022,246119,102396973,
COD,2023,258069,105789741,
COD,2024,286720,109276257,
COG,2000,9239,3151346,
COG,2001,9735,3272534,
COG,2002,9888,3350781,
COG,2003,7782,3445757,
COG,2004,9729,3565556,
COG,2005,9853,3696387,
COG,2006,8478,3837411,
COG,2007,9002,3980426,
COG,2008,8886,4113518,0
COG,2009,9765,4281220,
COG,2010,10150,4462282,
COG,2011,10975,4609719,53
COG,2012,11303,4740445,117
COG,2013,10699,4857098,84
COG,2014,10017,4975881,
COG,2015,9937,5097575,
COG,2016,10424,5222541,
COG,2017,10005,5351013,
COG,2018,10706,5483122,
COG,2019,11802,5616660,
COG,2020,11175,5752787,
COG,2021,11979,5892187,
COG,2022,13727,6035105,
COG,2023,14370,6182884,
COG,2024,13333,6332966,
COK,2000,1,15857,
COK,2001,2,15238,
COK,2002,1,14968,
COK,2003,0,15031,
COK,2004,1,15081,
COK,2005,1,15138,
COK,2006,1,15212,1
COK,2007,,15489,
COK,2008,2,15985,
COK,2009,2,16477,
COK,2010,0,16980,
COK,2011,1,17453,
COK,2012,1,17656,
COK,2013,2,17616,
COK,2014,2,17534,
COK,2015,0,17456,
COK,2016,2,17332,
COK,2017,0,17050,
COK,2018,0,16599,
COK,2019,1,16128,
COK,2020,1,15642,
COK,2021,0,15178,
COK,2022,0,14725,
COK,2023,4,14227,
COK,2024,1,13724,
COL,2000,11630,39089945,
COL,2001,11480,39709267,
COL,2002,11376,40324676,
COL,2003,11640,40937426,
COL,2004,11242,41543170,
COL,2005,10360,42128979,
COL,2006,11128,42691093,4
COL,2007,10950,43235376,
COL,2008,11344,43758807,
COL,2009,11324,44271545,
COL,2010,11420,44777325,
COL,2011,11884,45259615,
COL,2012,12097,45715814,
COL,2013,11737,46151586,
COL,2014,11637,46565428,0
COL,2015,11858,46969943,
COL,2016,12581,47437511,
COL,2017,13007,48131077,
COL,2018,13140,49024464,
COL,2019,14292,49907978,
COL,2020,12088,50629993,
COL,2021,13659,51188174,
COL,2022,16692,51737945,
COL,2023,19970,52321145,
COL,2024,20977,52886359,
COM,2000,120,536079,
COM,2001,138,547223,
COM,2002,111,558924,
COM,2003,73,569795,
COM,2004,89,580708,
COM,2005,111,592679,
COM,2006,112,604755,
COM,2007,,616929,
COM,2008,134,629308,
COM,2009,128,641945,
COM,2010,,654831,
COM,2011,117,668055,
COM,2012,120,681635,
COM,2013,121,696191,
COM,2014,148,711502,
COM,2015,,726682,
COM,2016,163,741729,
COM,2017,128,756682,
COM,2018,121,771586,
COM,2019,191,786573,
COM,2020,156,802160,
COM,2021,134,818172,
COM,2022,104,834187,
COM,2023,107,850387,
COM,2024,128,866636,
CPV,2000,,453322,
CPV,2001,291,460289,
CPV,2002,195,467035,
CPV,2003,316,473386,
CPV,2004,294,479368,
CPV,2005,292,485124,
CPV,2006,262,490726,3
CPV,2007,274,496187,
CPV,2008,334,501354,0
CPV,2009,332,506137,
CPV,2010,356,509782,
CPV,2011,380,511447,0
CPV,2012,420,511956,0
CPV,2013,302,512224,0
CPV,2014,274,512338,0
CPV,2015,269,512397,
CPV,2016,247,512551,
CPV,2017,249,512894,
CPV,2018,200,513414,
CPV,2019,203,514108,
CPV,2020,207,514686,
CPV,2021,182,516640,
CPV,2022,145,519741,
CPV,2023,197,522332,
CPV,2024,176,524877,
CRI,2000,585,3937739,
CRI,2001,630,4008956,
CRI,2002,543,4075696,
CRI,2003,547,4138784,
CRI,2004,712,4200074,
CRI,2005,534,4261235,
CRI,2006,488,4321334,5
CRI,2007,550,4380244,
CRI,2008,501,4440052,
CRI,2009,443,4499795,
CRI,2010,492,4555958,
CRI,2011,514,4609828,0
CRI,2012,475,4663930,4
CRI,2013,410,4716147,0
CRI,2014,463,4767119,0
CRI,2015,424,4818045,
CRI,2016,368,4866998,
CRI,2017,379,4913174,
CRI,2018,401,4957816,
CRI,2019,405,4999555,
CRI,2020,342,5034324,
CRI,2021,350,5059985,
CRI,2022,392,5081762,
CRI,2023,474,5105518,
CRI,2024,455,5129913,
CUB,2000,1183,11109106,
CUB,2001,926,11144133,
CUB,2002,898,11177414,
CUB,2003,840,11209387,
CUB,2004,784,11238764,
CUB,2005,772,11262553,
CUB,2006,765,11278552,
CUB,2007,762,11287272,
CUB,2008,817,11291767,
CUB,2009,712,11294714,
CUB,2010,827,11297414,
CUB,2011,805,11301577,
CUB,2012,734,11303180,
CUB,2013,757,11298161,
CUB,2014,729,11285775,
CUB,2015,698,11275065,
CUB,2016,682,11265610,
CUB,2017,712,11247828,
CUB,2018,710,11227116,
CUB,2019,636,11202856,
CUB,2020,580,11176355,
CUB,2021,509,11122166,
CUB,2022,717,11059824,
CUB,2023,753,11019933,
CUB,2024,1054,10979793,
CUW,2010,5,156882,
CUW,2011,1,158561,
CUW,2012,1,160890,
CUW,2013,2,163101,
CUW,2014,5,165026,
CUW,2015,8,166622,
CUW,2016,4,167778,
CUW,2017,9,168510,
CUW,2018,,181587,
CUW,2019,,189562,
CUW,2020,,185004,
CUW,2021,,185313,
CUW,2022,5,185350,
CUW,2023,,185427,
CUW,2024,,185473,
CYM,2000,5,39683,
CYM,2001,1,41081,
CYM,2002,0,42512,
CYM,2003,0,43935,
CYM,2004,1,45356,
CYM,2005,,46780,
CYM,2006,0,48230,2
CYM,2007,1,49681,
CYM,2008,1,51154,
CYM,2009,2,52621,
CYM,2010,4,54112,
CYM,2011,2,55611,
CYM,2012,6,57137,
CYM,2013,5,58654,
CYM,2014,0,60162,
CYM,2015,7,61644,
CYM,2016,3,63103,
CYM,2017,4,64544,
CYM,2018,3,65939,
CYM,2019,4,67323,
CYM,2020,2,68687,
CYM,2021,2,70113,
CYM,2022,6,71594,
CYM,2023,3,73035,
CYM,2024,,74462,
CYP,2000,33,947668,
CYP,2001,40,964137,
CYP,2002,20,981445,
CYP,2003,35,999579,
CYP,2004,30,1017879,
CYP,2005,34,1036151,
CYP,2006,36,1054415,16
CYP,2007,41,1072713,
CYP,2008,48,1091023,
CYP,2009,51,1109368,
CYP,2010,61,1127819,
CYP,2011,51,1146491,
CYP,2012,63,1165393,
CYP,2013,41,1183903,
CYP,2014,39,1201806,
CYP,2015,63,1219509,
CYP,2016,57,1237104,
CYP,2017,52,1254283,
CYP,2018,51,1270742,
CYP,2019,66,1286664,
CYP,2020,34,1302250,
CYP,2021,48,1317303,
CYP,2022,94,1331371,
CYP,2023,78,1344976,
CYP,2024,61,1358283,
CZE,2000,1414,10236803,
CZE,2001,1291,10231937,
CZE,2002,1156,10239459,
CZE,2003,1128,10248913,
CZE,2004,1027,10261442,
CZE,2005,973,10280139,
CZE,2006,941,10304584,
CZE,2007,790,10337541,
CZE,2008,807,10378288,
CZE,2009,632,10420986,
CZE,2010,619,10464030,
CZE,2011,568,10495505,
CZE,2012,565,10507333,
CZE,2013,471,10511168,
CZE,2014,474,10517228,
CZE,2015,508,10524423,
CZE,2016,511,10531948,
CZE,2017,499,10541339,
CZE,2018,435,10548932,
CZE,2019,458,10554881,
CZE,2020,360,10550133,
CZE,2021,352,10530678,
CZE,2022,379,10673212,
CZE,2023,450,10809715,
CZE,2024,448,10735865,
DEU,2000,9064,81797259,
DEU,2001,6959,81933884,
DEU,2002,6931,82068329,
DEU,2003,7025,82111616,
DEU,2004,6193,82092716,
DEU,2005,5700,82046738,
DEU,2006,5143,81701966,
DEU,2007,4657,81298540,
DEU,2008,4136,81110779,
DEU,2009,4168,80935282,
DEU,2010,4056,80830926,
DEU,2011,4062,80857874,
DEU,2012,4029,80916390,
DEU,2013,4193,81041584,
DEU,2014,4328,81376078,
DEU,2015,5671,82077542,
DEU,2016,5737,82760103,
DEU,2017,5353,83104001,
DEU,2018,5265,83368504,
DEU,2019,4628,83559186,
DEU,2020,4010,83628710,
DEU,2021,3792,83697078,
DEU,2022,3893,84086232,
DEU,2023,4301,84548229,
DEU,2024,,84552247,
DJI,2000,3971,747323,
DJI,2001,4198,771314,
DJI,2002,3191,795580,
DJI,2003,3231,813530,
DJI,2004,2940,826127,
DJI,2005,3109,839160,
DJI,2006,3011,855761,6
DJI,2007,3195,874520,
DJI,2008,3682,892730,
DJI,2009,3783,911527,
DJI,2010,4172,930257,
DJI,2011,3686,948554,
DJI,2012,3474,966755,7
DJI,2013,3162,984825,
DJI,2014,2422,1002712,
DJI,2015,2686,1020320,
DJI,2016,2522,1037654,
DJI,2017,2057,1054839,
DJI,2018,1997,1071888,
DJI,2019,1825,1088716,
DJI,2020,1701,1105184,
DJI,2021,1799,1121254,
DJI,2022,2152,1137098,
DJI,2023,,1152944,
DJI,2024,2369,1168719,
DMA,2000,,68503,
DMA,2001,,68287,
DMA,2002,2,68357,
DMA,2003,,68540,
DMA,2004,,68645,
DMA,2005,,68733,
DMA,2006,19,68805,4
DMA,2007,3,68846,
DMA,2008,13,68846,
DMA,2009,4,68862,
DMA,2010,8,68854,
DMA,2011,2,69045,
DMA,2012,7,69114,
DMA,2013,3,69701,
DMA,2014,1,70368,
DMA,2015,7,70407,
DMA,2016,5,69603,
DMA,2017,1,68491,
DMA,2018,4,68171,
DMA,2019,10,67872,
DMA,2020,,67568,
DMA,2021,0,67206,
DMA,2022,0,66825,
DMA,2023,4,66511,
DMA,2024,3,66212,
DNK,2000,587,5339658,
DNK,2001,494,5358829,
DNK,2002,403,5375966,
DNK,2003,391,5390620,
DNK,2004,356,5404602,
DNK,2005,395,5419554,
DNK,2006,342,5437418,
DNK,2007,355,5461611,
DNK,2008,330,5493767,
DNK,2009,292,5523178,
DNK,2010,331,5547867,
DNK,2011,359,5570840,
DNK,2012,342,5591915,
DNK,2013,330,5615340,
DNK,2014,293,5643799,
DNK,2015,320,5683700,
DNK,2016,292,5728202,
DNK,2017,253,5765163,
DNK,2018,270,5793819,
DNK,2019,260,5814619,
DNK,2020,207,5831526,
DNK,2021,191,5856781,
DNK,2022,205,5902905,
DNK,2023,174,5948138,
DNK,2024,,5977402,
DOM,2000,5291,8584190,
DOM,2001,4766,8720279,
DOM,2002,4040,8852229,
DOM,2003,4790,8980613,
DOM,2004,4549,9104891,
DOM,2005,5003,9225029,
DOM,2006,4561,9341182,6
DOM,2007,4150,9455650,
DOM,2008,4280,9573131,0
DOM,2009,4256,9695253,0
DOM,2010,3964,9820177,181
DOM,2011,4309,9945632,0
DOM,2012,4262,10070407,13
DOM,2013,4450,10193837,581
DOM,2014,4405,10315524,772
DOM,2015,4504,10434829,
DOM,2016,4235,10551427,
DOM,2017,3851,10666840,
DOM,2018,3857,10782056,
DOM,2019,3588,10894044,
DOM,2020,2619,11008306,
DOM,2021,3374,11123481,
DOM,2022,4080,11230741,
DOM,2023,4377,11331267,
DOM,2024,4506,11427554,
DZA,2000,18572,30903885,
DZA,2001,18250,31331224,
DZA,2002,18934,31750827,
DZA,2003,19730,32175816,
DZA,2004,19929,32628297,
DZA,2005,21336,33109248,
DZA,2006,21143,33623506,6
DZA,2007,21369,34189418,
DZA,2008,20588,34816961,
DZA,2009,21701,35490449,
DZA,2010,22336,36188242,0
DZA,2011,21429,36903379,
DZA,2012,21880,37646159,
DZA,2013,20701,38414180,
DZA,2014,22517,39205025,
DZA,2015,23705,40019536,
DZA,2016,22801,40850723,
DZA,2017,23077,41689297,
DZA,2018,23465,42505030,
DZA,2019,20879,43294544,
DZA,2020,17212,44042084,
DZA,2021,19012,44761094,
DZA,2022,18738,45477388,
DZA,2023,18804,46164214,
DZA,2024,18694,46814312,
ECU,2000,6908,12689211,
ECU,2001,6015,12910747,
ECU,2002,5829,13138476,
ECU,2003,6811,13372305,
ECU,2004,6320,13608695,
ECU,2005,4416,13846163,
ECU,2006,4594,14086131,2
ECU,2007,4877,14328771,
ECU,2008,4845,14575203,19
ECU,2009,4703,14825955,
ECU,2010,4832,15076703,0
ECU,2011,5106,15326231,
ECU,2012,5456,15572197,
ECU,2013,5277,15807125,0
ECU,2014,5157,16035135,
ECU,2015,5097,16266217,
ECU,2016,5284,16505132,
ECU,2017,5721,16759517,
ECU,2018,5960,17049544,
ECU,2019,6348,17340025,
ECU,2020,5268,17546077,
ECU,2021,5595,17682453,
ECU,2022,6922,17823893,
ECU,2023,8301,17980089,
ECU,2024,9370,18135477,
EGY,2000,10762,73083284,
EGY,2001,10549,74652027,
EGY,2002,11177,76239140,
EGY,2003,11490,77853559,
EGY,2004,11620,79477441,
EGY,2005,11446,81101004,
EGY,2006,10046,82700402,8
EGY,2007,9841,84276219,
EGY,2008,9452,85864792,284
EGY,2009,9685,87501631,284
EGY,2010,9260,89196087,315
EGY,2011,8974,91093062,235
EGY,2012,8453,93161010,213
EGY,2013,7876,95333548,213
EGY,2014,7177,97528658,248
EGY,2015,7860,99597336,248
EGY,2016,7974,101644591,158
EGY,2017,8053,103696066,158
EGY,2018,8280,105682093,158
EGY,2019,8046,107553162,158
EGY,2020,6982,109315120,0
EGY,2021,6761,110957005,106
EGY,2022,7967,112618246,0
EGY,2023,9312,114535766,0
EGY,2024,10658,116538257,0
ERI,2000,6652,2247028,
ERI,2001,2743,2312078,
ERI,2002,2805,2392972,
ERI,2003,4711,2493899,
ERI,2004,4239,2598276,
ERI,2005,3585,2661211,
ERI,2006,3026,2703499,
ERI,2007,3641,2743211,
ERI,2008,2970,2816328,
ERI,2009,2904,2887891,
ERI,2010,2870,2945194,0
ERI,2011,3049,2998484,
ERI,2012,3143,3036981,0
ERI,2013,2860,3074359,0
ERI,2014,2391,3095172,
ERI,2015,2060,3105542,
ERI,2016,2215,3124698,
ERI,2017,2045,3150353,
ERI,2018,1872,3192759,
ERI,2019,1828,3240187,
ERI,2020,1594,3291261,
ERI,2021,1603,3350177,
ERI,2022,1963,3409453,
ERI,2023,2220,3470390,
ERI,2024,1745,3535603,
ESP,2000,7993,41019779,
ESP,2001,6851,41245601,
ESP,2002,7283,41755700,
ESP,2003,9886,42506544,
ESP,2004,6015,43234562,
ESP,2005,7281,43958886,
ESP,2006,7815,44695448,
ESP,2007,7347,45516500,
ESP,2008,7753,46235046,
ESP,2009,7191,46635177,
ESP,2010,6888,46840464,
ESP,2011,6410,46998045,
ESP,2012,5677,47018324,
ESP,2013,5244,46860391,
ESP,2014,4818,46720184,
ESP,2015,4026,46683692,
ESP,2016,4734,46732771,
ESP,2017,4379,46868593,
ESP,2018,4500,47092821,
ESP,2019,4071,47435116,
ESP,2020,2949,47679489,
ESP,2021,3370,47735665,
ESP,2022,2580,47828387,
ESP,2023,3991,47911585,
ESP,2024,3260,47910532,
EST,2000,791,1396995,
EST,2001,708,1388168,
EST,2002,620,1379429,
EST,2003,583,1370853,
EST,2004,537,1362673,
EST,2005,479,1354848,
EST,2006,422,1346881,
EST,2007,456,1340701,
EST,2008,401,1337074,0
EST,2009,358,1334530,
EST,2010,286,1331449,0
EST,2011,294,1327353,0
EST,2012,259,1322603,0
EST,2013,263,1317916,0
EST,2014,236,1314452,
EST,2015,206,1314581,
EST,2016,188,1315840,
EST,2017,171,1317435,
EST,2018,145,1321970,
EST,2019,147,1326816,
EST,2020,120,1329664,
EST,2021,107,1331751,
EST,2022,125,1350094,
EST,2023,98,1367194,
EST,2024,88,1360550,
ETH,2000,91101,67411490,
ETH,2001,94957,69487754,
ETH,2002,110289,71635516,
ETH,2003,117600,73832653,
ETH,2004,123127,76077207,
ETH,2005,124262,78367471,
ETH,2006,122198,80703490,7
ETH,2007,128844,83103218,
ETH,2008,141157,85543657,
ETH,2009,148936,88007634,
ETH,2010,154694,90538520,
ETH,2011,156539,93149971,15052
ETH,2012,145323,95798765,17133
ETH,2013,131677,98438751,18455
ETH,2014,119592,101115610,16876
ETH,2015,135951,103867142,15195
ETH,2016,125836,106718159,12372
ETH,2017,116725,109666475,12120
ETH,2018,113613,112664149,12602
ETH,2019,111039,115737383,17225
ETH,2020,108193,118917673,17561
ETH,2021,104606,122138583,17939
ETH,2022,113638,125384281,21398
ETH,2023,134873,128691689,22813
ETH,2024,149902,132059780,27488
FIN,2000,527,5176215,
FIN,2001,460,5187973,
FIN,2002,449,5200545,
FIN,2003,395,5212953,
FIN,2004,319,5228153,
FIN,2005,339,5246074,
FIN,2006,280,5266245,
FIN,2007,300,5288713,
FIN,2008,331,5313370,
FIN,2009,402,5338864,
FIN,2010,308,5363344,
FIN,2011,316,5388241,
FIN,2012,261,5413971,
FIN,2013,266,5439052,
FIN,2014,252,5461681,
FIN,2015,267,5479722,
FIN,2016,225,5495478,
FIN,2017,234,5508406,
FIN,2018,229,5515729,
FIN,2019,224,5521754,
FIN,2020,174,5529613,
FIN,2021,170,5541087,
FIN,2022,190,5569300,
FIN,2023,179,5601190,
FIN,2024,181,5617315,
FJI,2000,144,840913,
FJI,2001,183,849604,
FJI,2002,148,858056,
FJI,2003,185,866284,
FJI,2004,134,874357,
FJI,2005,132,882381,
FJI,2006,114,890362,
FJI,2007,94,897833,
FJI,2008,106,903403,
FJI,2009,144,907229,7
FJI,2010,189,910428,11
FJI,2011,215,912991,18
FJI,2012,210,914917,15
FJI,2013,254,916360,19
FJI,2014,378,917589,
FJI,2015,363,918566,
FJI,2016,312,919169,
FJI,2017,357,918754,
FJI,2018,385,917176,
FJI,2019,472,914896,
FJI,2020,431,914961,
FJI,2021,342,916716,
FJI,2022,571,919416,
FJI,2023,391,924145,
FJI,2024,567,928779,
FRA,2000,6122,59483714,
FRA,2001,5814,59905131,
FRA,2002,5709,60327252,
FRA,2003,6028,60741119,
FRA,2004,5127,61175254,
FRA,2005,5003,61625024,
FRA,2006,4987,62049842,
FRA,2007,5451,62432435,
FRA,2008,5433,62780189,
FRA,2009,4925,63106470,
FRA,2010,4801,63417352,
FRA,2011,4726,63733780,
FRA,2012,4705,64058467,
FRA,2013,4708,64387730,
FRA,2014,4535,64692484,
FRA,2015,4494,64916332,
FRA,2016,4675,65086856,
FRA,2017,4839,65284780,
FRA,2018,4779,65519537,
FRA,2019,4869,65729461,
FRA,2020,4398,65905281,
FRA,2021,4042,66083549,
FRA,2022,3831,66277416,
FRA,2023,4568,66438822,
FRA,2024,4265,66548536,
FSM,2000,91,112044,
FSM,2001,104,112366,
FSM,2002,127,112447,
FSM,2003,106,112286,
FSM,2004,118,111920,
FSM,2005,98,111410,
FSM,2006,104,110726,4
FSM,2007,140,109886,
FSM,2008,164,108934,
FSM,2009,148,107950,
FSM,2010,164,107536,0
FSM,2011,148,107693,
FSM,2012,144,107893,0
FSM,2013,,108125,
FSM,2014,188,108393,0
FSM,2015,104,108706,
FSM,2016,149,109077,
FSM,2017,139,109476,
FSM,2018,97,109907,
FSM,2019,91,110289,
FSM,2020,92,110920,
FSM,2021,72,111611,
FSM,2022,48,112115,
FSM,2023,211,112635,
FSM,2024,141,113161,
GAB,2000,,1275564,
GAB,2001,2504,1309587,
GAB,2002,2086,1345133,
GAB,2003,2208,1382352,
GAB,2004,2588,1421614,
GAB,2005,2512,1463500,
GAB,2006,3051,1508337,6
GAB,2007,3766,1556241,
GAB,2008,4540,1607180,
GAB,2009,3073,1661552,
GAB,2010,3790,1719878,
GAB,2011,4404,1781980,
GAB,2012,4929,1846875,
GAB,2013,5179,1913060,57
GAB,2014,5608,1978393,184
GAB,2015,5727,2040989,
GAB,2016,5567,2100306,
GAB,2017,5209,2156895,
GAB,2018,5689,2212311,
GAB,2019,5399,2267706,
GAB,2020,4879,2322542,
GAB,2021,5073,2376719,
GAB,2022,6299,2430737,
GAB,2023,6648,2484780,
GAB,2024,6445,2538949,
GBR,2000,6220,59057338,
GBR,2001,6027,59288089,
GBR,2002,6889,59540769,
GBR,2003,7128,59820380,
GBR,2004,7039,60169974,
GBR,2005,8173,60596107,
GBR,2006,8261,61051090,
GBR,2007,7981,61535854,
GBR,2008,8242,62027311,
GBR,2009,8101,62506230,
GBR,2010,7822,63006483,
GBR,2011,8407,63509291,
GBR,2012,8269,63960487,
GBR,2013,7384,64389390,
GBR,2014,6622,64865918,
GBR,2015,5854,65382102,
GBR,2016,5793,65893353,
GBR,2017,5248,66354469,
GBR,2018,4775,66752470,
GBR,2019,4803,67110962,
GBR,2020,4185,67351866,
GBR,2021,4762,67668797,
GBR,2022,4706,68179313,
GBR,2023,5275,68682959,
GBR,2024,5941,69138194,
GEO,2000,4397,4328356,
GEO,2001,4006,4209632,
GEO,2002,4490,4127846,
GEO,2003,5384,4085478,
GEO,2004,4011,4056081,
GEO,2005,4503,4026131,
GEO,2006,4555,3996587,
GEO,2007,4312,3967597,
GEO,2008,4423,3941201,
GEO,2009,5687,3918943,
GEO,2010,4678,3895925,0
GEO,2011,4547,3868726,0
GEO,2012,3940,3839206,1628
GEO,2013,3434,3809117,1558
GEO,2014,3200,3792921,1232
GEO,2015,3152,3791565,1049
GEO,2016,2983,3792055,
GEO,2017,2597,3792860,
GEO,2018,2316,3794877,
GEO,2019,2169,3796715,
GEO,2020,1671,3795683,
GEO,2021,1501,3788451,
GEO,2022,1511,3794779,
GEO,2023,1308,3807493,
GEO,2024,1194,3807667,
GHA,2000,10933,19637082,
GHA,2001,11923,20167075,
GHA,2002,11723,20729387,
GHA,2003,11891,21296698,
GHA,2004,11827,21868299,
GHA,2005,12124,22449444,
GHA,2006,12471,23040707,6
GHA,2007,12743,23642276,
GHA,2008,14149,24249949,
GHA,2009,14892,24862669,568
GHA,2010,14607,25474994,550
GHA,2011,15389,26095087,723
GHA,2012,14753,26734262,832
GHA,2013,15043,27386186,987
GHA,2014,14668,28041591,326
GHA,2015,14460,28696073,268
GHA,2016,14167,29356741,1004
GHA,2017,14121,30008358,1455
GHA,2018,13874,30637590,1965
GHA,2019,14691,31258946,2940
GHA,2020,12674,31887810,2611
GHA,2021,13401,32518663,3063
GHA,2022,16510,33149160,3096
GHA,2023,19031,33787917,5807
GHA,2024,20009,34427413,5063
GIN,2000,5440,8428829,
GIN,2001,5874,8539963,
GIN,2002,6199,8674062,
GIN,2003,6783,8870775,
GIN,2004,7423,9062714,
GIN,2005,6863,9245844,
GIN,2006,8787,9441174,8
GIN,2007,9411,9662281,
GIN,2008,10025,9898860,
GIN,2009,8373,10143532,
GIN,2010,11038,10396079,0
GIN,2011,11359,10656794,365
GIN,2012,11407,10921585,
GIN,2013,11313,11191869,
GIN,2014,11734,11472921,678
GIN,2015,12154,11767074,
GIN,2016,12639,12073021,
GIN,2017,13752,12385656,
GIN,2018,14250,12704775,
GIN,2019,16390,13034347,
GIN,2020,15612,13371185,
GIN,2021,18754,13710514,
GIN,2022,19954,14055136,
GIN,2023,20055,14405463,
GIN,2024,18317,14754779,
GMB,2000,1553,1455080,
GMB,2001,1705,1495006,
GMB,2002,1859,1535690,
GMB,2003,1945,1577615,
GMB,2004,2142,1621318,
GMB,2005,2031,1667035,
GMB,2006,1795,1715275,
GMB,2007,1897,1765780,
GMB,2008,2127,1817855,
GMB,2009,2126,1871421,
GMB,2010,1989,1926631,0
GMB,2011,2302,1983787,
GMB,2012,2333,2043091,9
GMB,2013,2325,2103822,
GMB,2014,2552,2164530,9
GMB,2015,2531,2224526,
GMB,2016,2498,2283773,
GMB,2017,2489,2342188,
GMB,2018,2394,2399631,
GMB,2019,2619,2456846,
GMB,2020,2405,2515728,
GMB,2021,2254,2576012,
GMB,2022,2535,2636477,
GMB,2023,2766,2697845,
GMB,2024,2783,2759984,
GNB,2000,1273,1234742,
GNB,2001,,1261270,
GNB,2002,1566,1289308,
GNB,2003,1647,1318808,
GNB,2004,1835,1349562,
GNB,2005,1774,1381589,
GNB,2006,2137,1415301,8
GNB,2007,,1450992,
GNB,2008,2117,1488058,
GNB,2009,2171,1526371,
GNB,2010,2183,1566348,0
GNB,2011,2063,1608069,
GNB,2012,1939,1651416,0
GNB,2013,2087,1695971,
GNB,2014,2282,1741119,
GNB,2015,2133,1786462,
GNB,2016,2226,1831890,
GNB,2017,2226,1877077,
GNB,2018,2031,1922167,
GNB,2019,2407,1967699,
GNB,2020,2543,2013260,
GNB,2021,2490,2058838,
GNB,2022,2983,2105531,
GNB,2023,2652,2153342,
GNB,2024,2714,2201346,
GNQ,2000,,703280,
GNQ,2001,,749827,
GNQ,2002,,797951,
GNQ,2003,,847867,
GNQ,2004,536,899919,
GNQ,2005,,947363,
GNQ,2006,,990339,
GNQ,2007,,1036044,
GNQ,2008,718,1084523,
GNQ,2009,707,1135683,
GNQ,2010,820,1189080,22
GNQ,2011,883,1241838,
GNQ,2012,,1293477,
GNQ,2013,,1346221,
GNQ,2014,1166,1399822,
GNQ,2015,1279,1453928,
GNQ,2016,1428,1508182,
GNQ,2017,1444,1562393,
GNQ,2018,1328,1616419,
GNQ,2019,1479,1670181,
GNQ,2020,1479,1716475,
GNQ,2021,1807,1758790,
GNQ,2022,3035,1803547,
GNQ,2023,3601,1847547,
GNQ,2024,2589,1892525,
GRC,2000,703,10782628,
GRC,2001,503,10843164,
GRC,2002,570,10890287,
GRC,2003,594,10918464,
GRC,2004,734,10947367,
GRC,2005,693,10981329,
GRC,2006,618,11016104,
GRC,2007,615,11045743,
GRC,2008,586,11076863,
GRC,2009,542,11108069,
GRC,2010,443,11124663,
GRC,2011,454,11108842,
GRC,2012,518,11048301,
GRC,2013,494,10967547,
GRC,2014,484,10893159,
GRC,2015,438,10820906,
GRC,2016,407,10775510,
GRC,2017,434,10753540,
GRC,2018,406,10730838,
GRC,2019,434,10718576,
GRC,2020,380,10699378,
GRC,2021,195,10579554,
GRC,2022,302,10412480,
GRC,2023,467,10242906,
GRC,2024,,10047812,
GRD,2000,0,107446,
GRD,2001,,107987,
GRD,2002,1,108401,
GRD,2003,2,108881,
GRD,2004,2,109319,
GRD,2005,,109734,
GRD,2006,1,110130,
GRD,2007,3,110534,
GRD,2008,5,110902,
GRD,2009,5,111244,
GRD,2010,4,111591,
GRD,2011,2,112070,
GRD,2012,1,112761,
GRD,2013,,113483,
GRD,2014,0,114129,
GRD,2015,5,114685,
GRD,2016,6,115136,
GRD,2017,3,115446,
GRD,2018,2,115694,
GRD,2019,3,115967,
GRD,2020,1,116337,
GRD,2021,2,116687,
GRD,2022,1,116921,
GRD,2023,5,117082,
GRD,2024,2,117199,
GRL,2000,,56208,
GRL,2001,,56405,
GRL,2002,,56586,
GRL,2003,,56766,
GRL,2004,,56913,
GRL,2005,,56942,
GRL,2006,,56876,
GRL,2007,,56779,
GRL,2008,,56665,
GRL,2009,63,56517,
GRL,2010,114,56612,
GRL,2011,115,56830,
GRL,2012,84,56778,
GRL,2013,96,56518,
GRL,2014,87,56171,
GRL,2015,81,56024,
GRL,2016,58,56063,
GRL,2017,57,56071,
GRL,2018,49,56066,
GRL,2019,63,56080,
GRL,2020,74,56075,
GRL,2021,34,56037,
